True Term Num,Extracted Term Num,TP,Cut Off,Too Long,Split Term,expected,extracted
1,5,1,0,0,1,n-splitting,n-splitting###family###subsets###splittable collection###splits
1,8,0,0,1,1,co-compact,"faithful, action by homeomorphisms on a planar surface###embedding###Cayley multi-graph###embedding###faithful, co-compact action by homeomorphisms on the sphere###plane ^2###open annulus###Cantor sphere"
6,8,4,1,0,4,labeling;labeled graph;realization;compatible with;realizable;equivalent,labeled graph###realization###compatible###realizable###equivalent###direct isometry###orthogonal matrix###determinant
1,5,1,0,0,1,rigid,rigid###labeled graph###realizable###realizations###equivalence
2,2,2,0,0,2,generically realizable;generically rigid,generically realizable###generically rigid
2,9,1,0,1,2,bigraph;biedges,bigraph###finite undirected graphs###components###multiple edges###self-loops###set of biedges###maps###bijection###sets of edges
1,5,1,0,0,1,pseudo-Laman,pseudo-Laman###bigraph###biedges###connected components###V
1,11,1,0,0,1,greedoid,greedoid###pair###V###ℱ###set system###Accessibility###non-empty###X###x###Exchange###Y
2,11,0,5,0,0,Accessibility:;Exchange:,greedoid###pair###V###ℱ###set system###Accessibility###non-empty###X###x###Exchange###Y
4,19,2,8,0,2,uniform definability of types over finite sets;UDTFS;uniform definition of Δ(x;B)-types over finite sets,"UDTFS###uniform definability of types over finite sets###𝒟_i###𝒟###𝐌###d parameters###𝒟_i(y;b_1,…,b_d)###𝒟_i(y;y_1,…,y_d)###I###S^Δ(B)###𝐌^y###ℒ-formulas###𝒟=(𝒟_i)_i∈ I###Δ(x;B)-types###𝒟_i(y;b_1,…,b_d)###q###b_1,…,b_d###i###B"
1,5,0,1,0,0,T has  dp-rank at least n,dp-rank###partitioned ℒ-formulas###ℒ(M)-formulas###consistent###𝐌
2,4,2,0,0,2,cylindric plane partition;horizontal strip,cylindric plane partition###profile###integer partitions###horizontal strip
1,4,1,0,0,1,weight,cylindric partition###𝔠###weight###|𝔠|###
1,5,1,0,0,1,inversion,inversion###binary string###pair###indices###π###
4,7,4,1,1,4,occupied;black;unoccupied;white,lattice###occupied###black###path###vertex###unoccupied###white
1,4,1,1,0,1,surface cube,surface cube###cube###vertex###coloured white
1,4,1,1,0,1,level,level###surface cube###u###v
1,3,0,2,0,0,"path associated to the cube (u,v)",cube###path###vertex
1,5,0,0,1,1,valley,valley cube###cube###path###down step###upstep
1,5,0,0,1,1,peak,peak cube###cube###path###up step###downstep
1,7,1,1,0,1,cylinder of period T,cylinder of period T###triangular lattice###vertices###x###y###even###odd
1,5,0,0,1,1,path,path on the cylinder of period T###sequence of integers###even###y_k+1 = y_k +1###y_k+1 = y_k-1
1,5,0,1,0,0,family of non-intersecting lattice paths,lattice paths###cylinder of period T###y_k^i###y_0^i###y_T^i
1,1,0,0,0,0,minimal with m paths,minimal paths###
1,2,0,0,0,0,profile,minimal family of m non-intersecting lattice paths###binary string
1,6,1,0,0,1,vertical reading,minimal family of m non-intersecting lattice paths###vertical reading###sequence of binary strings###vertex###occupied###unoccupied
1,1,1,0,0,1,singular value decomposition,singular value decomposition###
1,11,1,0,0,1,lexicographic extension,lexicographic extension###oriented matroid###rank###ground set###ordered subset###sign vector###cocircuit signature###single element extension###minimal###C(a_i)###cocircuit
1,7,1,0,0,1,neighborly,neighborly###oriented matroid###rank###ground set###subset###face###covector
2,6,2,0,0,2,balanced;halving,oriented matroid###rank###balanced###cocircuit###halving###C^+
1,1,0,0,1,1,sewn,"sewn onto, lexicographic extension, acyclic matroid, extension"
2,8,2,1,0,2,universal face;universal flag,uniform acyclic oriented matroid###rank###universal face###contraction###neighborly###flag###universal flag###vertices
1,2,1,0,0,1,premetric,premetric###matrix###
1,2,1,0,0,1,polytrope,polytrope###premetric
1,3,1,0,0,1,strongly edge decomposable,strongly edge decomposable###pure simplicial complex###Link condition###
1,7,1,0,0,1,lattice path,lattice path###length n###sequence###points###plan###east-step###north-step
6,9,3,2,1,4,2 → 1 directed hypergraph;vertices;edges;head;tail set;oriented,directed hypergraph###vertices###edges###oriented###vertex sets###edge sets###edge###underlying 3-set###head vertex
4,8,0,3,1,1,nth extremal number;nth oriented extremal number;standard;standard version,"ex(n,ℱ)###ex_o(n,ℱ)###extremal number###oriented extremal number###standard extremal number###oriented counterparts###ex(n,F)###ex_o(n,F)"
1,10,1,0,0,1,degenerate,degenerate###graph###vertices###partitioned###sets###edges###form###T_1###T_2###K
4,4,4,0,0,4,tail link graph;tail degree;directed link graph;total link graph,tail link graph###tail degree###directed link graph###total link graph###
1,2,1,0,0,1,cross-dependent,cross-dependent###pairwise disjoint
1,5,1,0,0,1,complementary,complementary###type A^+###type B^-###type A^-###type B^+
1,6,0,1,1,1,primal cardinality vector,primal cardinality vector of X###𝐯(X)###π(X)###d###v_i###v̂_(i)
1,1,0,0,1,1,partial order,"partial order, π, ≤_c, <_c, 𝐯_1, 𝐯_2, 𝐯_1_i, 𝐯_2_i, 𝐯_2≥_c, 𝐯_1, v_2 contains v_1"
2,12,2,0,0,2,true;false,CNF###clause###disjunction###literals###variable###satisfying assignment###mapping###true###false###SAT solver###UNSAT###unsatisfiable
2,2,1,1,2,2,neighborhood;neighborhood checking,neighborhood checking nc(v)###neighborhood
1,4,1,0,0,1,rich;rich,rich###palindromic factors###empty word###infinite word
2,2,2,0,0,2,left special letter;right special letter,left special letter###right special letter
1,2,0,0,0,0,strictly,support entries###support set
1,12,0,0,1,1,locally green-dominated,"S-Chromatic Nim###locally green-dominated (lgd)###level###S###positive integer###S̅###k-shifted heaps###tokens###local green-dominated game###re-indexed###S∖{0,… , k-1}###maximal"
1,2,0,2,0,0,(stack-size) invariant,invariant###stack-size
3,4,0,0,0,0,starting position;moves;normal play,"(ℳ,ℬ)-invariant###move invariance###ℳ###ℬ###"
1,8,1,0,0,1,weight,digraph G_n###vertices###digraph###permutations###arc###weight###symbols###erased
2,5,1,1,1,2,segment-simple;s-simple,segment-simple permutation###s-simple###connected subset###segment###image
2,4,1,0,1,2,cycle-simple;c-simple,cycle-simple permutation###c-simple###cycle decomposition###length
2,5,1,0,1,2,group-simple;g-simple,group-simple permutation###g-simple###subgroup###generated###simple group
2,3,2,0,0,2,braid-simple;b-simple,braid-simple###b-simple###Coxeter generator
2,3,0,0,1,1,tree-simple;t-simple,tree-simple permutation###T(π)###degree
1,4,1,0,0,1,exponential growth,exponential growth###constants###card###ℕ
1,3,1,0,0,1,rare,rare###lim_n→∞###Σ_n
3,6,3,0,0,3,connected;segment;proper;connected,connected###segment###proper###cardinality###permutation###orbits
1,3,1,0,0,1,unimodal;unimodal,unimodal###cycle###permutation
1,6,1,0,0,1,correlation constant,correlation constant###field###supremum###vectors###finite vector configurations###vector spaces
3,9,2,0,1,3,matroid;flats;cover,matroid###finite set###collection###subsets###flats###ground set###element###covering###properly containing
1,5,1,0,0,1,Chow ring,Chow ring###polynomial ring###linear forms###quadratic monomials###degree q monomials
1,3,1,0,0,1,strictly submodular,strictly submodular###L_c###cone K(M)###
1,15,1,0,0,1,shadowable,"shadowable###geometry###Γ###X###*###t###type 0###I###shadow operator###σ_0###embedding###subset geometry###(v,k-1)###|t^-1(0)|###v"
5,12,5,8,0,5,matroid;independent sets;hereditary property;augmentation property;exchange property,matroid###ℳ###X###n###ℐ###independent sets###∅###hereditary property###I###J###augmentation property###exchange property
1,13,0,3,0,0,"(n_0,n_1,…,n_ℓ)-regular",regular###invertible###singular###matrix###submatrix###partitioned###ℐ_0###ℐ_1###ℐ_ℓ###n_0###n_i###r###k
1,5,1,1,0,1,face graph,polytope###f-vector###face graph###vertices###face
1,1,0,0,1,1,index,"Λ, v, u, λ, ṽ, P, ũ, index P, sublattice, P∩Λ###"
1,5,1,0,0,1,vertex average,vertex average###polytope###set###vertices###point
1,7,1,1,0,1,vertex–facet pairing matrix,lattice polytope###vertices###supporting hyperplanes###primitive inward-pointing vector###facet###vertex–facet pairing matrix###integer coefficients###
1,5,1,0,0,1,normal form,normal form###P###H###σ###σ_max V
1,3,1,0,0,1,normal form,Laurent polynomial###P###normal form###
3,11,1,4,1,1,r-(vertex-)matched graph;r-sets;underlying graph of G,r-matched graph###vertex###graph###vertex set###edge set###partition###r-sets###κ(G)###number of r-sets###non-r-matched###underlying graph
1,8,1,0,0,1,deficiency,deficiency###subset###finite group###minimum size###subset###G###union###G
1,2,1,0,0,1,endo-trivial,endo-trivial###digraph
1,3,1,0,0,1,retract-trivial,retract-trivial###identity###constant maps
3,1,0,0,2,2,not;type;hidden tie,"gcd, divisor, regular subdivision, marked cell, closure, interior normal, scalar product, cone, type III, hidden tie###"
2,9,0,7,0,0,"(α,β)-grouping for P;strong (α,β)-grouping for P","grouping###(α,β)-grouping###P###X###⟨ F_i⊆ X: i<ℓ⟩###α-large###β-large###strong (α,β)-grouping###c"
1,4,0,1,0,0,"abelian (n,f,c)-DRACKN",DRACKN###polyphase matrix###z-transforms###geometric sum
1,2,0,2,0,0,phased BIBD ETF,ETF###phased BIBD
1,7,0,2,0,0,"(v,k,f)-polyphase BIBD ETF",abelian group###polyphase matrix###monomials###incidence matrix###BIBD###ETF###span
1,5,1,0,0,1,abelian,"abelian###generalized quadrangle###incidence matrix###(st+1,s+1,s+1)-polyphase BIBD ETF###cf. Definition"
1,10,1,1,0,1,contracted graph,graph###equivalence relation###equivalence class###quotient###multiset###topological minor###contracted graph###subgraph###order###contracted edges###
1,12,1,0,0,1,essential minor,weighted graph###equivalence relation###positively weighted graph###equivalence class###arc###start###endpoint###directed###branch-point-free path###representative###essential minor###denoted###
1,15,0,1,0,0,meta graph,graph###c###V_0###E_0###W_0###k###V_k###U_k###E_k###K###M_c###V_M_c###E_M_c###subgraph###arc sensitive cycles
1,6,1,0,0,1,CUT,m###Λ^0(G)###E###V###CUT###FASP
1,5,0,0,0,0,CUT,graph###parameter###algorithm###run time###weighted FVSP
2,2,2,0,0,2,line graph;natural hypergraph,line graph###natural hypergraph
1,7,1,0,0,1,contracted graph,contracted graph###equivalence relation###equivalence class###quotient###multiset###topological minor###subgraph
1,17,1,0,0,1,essential minor,"essential minor###weighted graph###equivalence relation###positively weighted graph###equivalence class###arc###start###endpoint###directed, branch-point-free path###grafting###representative###F^+(e)###arbitrary representative###weighted graph###denoted###(C,δ)###(V_C,E_C,δ)"
2,2,2,0,0,2,resolved graph;resolvable,resolved graph###resolvable
1,9,0,1,0,0,arc sensitive,arc sensitivity###FASP###G###ω###E###V_e###E_e###f ↠ e###𝒩_↠(e)
2,19,2,2,0,2,meta graph;meta graph;arc sensitive cycles,"meta graph###graph###c###V_0###E_0###W_0###k###V_k###U_k###E_k###Stopping the recursion###K###V_K###simple, undirected graph###M_c###V_M_c###E_M_c###subgraph###arc sensitive cycles###"
1,6,0,0,1,1,relative weight,"relative weight of G with respect to c,e,f###meta graph###weighted graph###connected subgraph###tree###Algorithm"
1,8,0,0,1,1,relative weight,"relative weight of G with respect to c,e,f###meta graph###Algorithm###input###output###𝒩_↠(e)###G∖ f###ω(h)"
1,5,1,0,1,1,Singular series,singular series###vector###residue classes###positive integer###W-tricked singular series
1,4,0,0,0,0,Sieve factor,"c_χ,m###ψ###c_χ(h)###m(h)###"
1,5,1,0,0,1,compactification degree,compactification degree###ℓ###two-dimensional lattice path###step###Φ_L^n(ℓ)
1,5,1,0,0,1,M-direction,bipartite graph###perfect matching###M-direction###VGM###EGM
1,7,1,1,0,1,out-degeneracy,out-degeneracy###digraph###linear ordering###V(D)###x###u###v
1,9,1,0,0,1,strongly planar,strongly planar###digraph###topological plane-embedding###incoming###outgoing###consecutive interval###cyclic ordering###planar bipartite graph###perfect matching
1,8,1,0,0,1,canonical,canonical###binary tree###decreasing binary tree###vertex###left child###right child###subtree###leftmost value
1,4,0,0,2,1,degree,"Degree of a (m,k,s)-star###deg(S_m,k,s)###degree of a set 𝒮 of (m,k,s)-stars###deg(𝒮)"
1,13,0,0,1,1,weight,"w(S_m,k,s)###weight of a (m,k,s)-star###𝒱_1###𝒱_2###w(i_1,j)###w(i_m,j)###w(i_p,i_1)###w(i_p,i_p-1)###w(i_p,i_p+1)###w(i_p,i_m)###w(S_m,k,s)###∑_j∈𝒱w(i,j)###i∈𝒱_1"
1,2,0,0,1,1,central weight,"w_c(S_m,k,s)###central weight of a (m,k,s)-star###"
1,10,0,0,1,1,valuation,vector space###M-valued valuation###map###polyhedra###indicator functions###linear relation###∑_i r_i _i=0###elements###relation###∑_i r_i Φ(_i)=0
1,10,1,0,0,1,linked,linked###oriented matroid###rank###set###triangles###disjoint###circuits###pair###associated sets###grafting###
1,17,1,1,0,1,MSE-equivalent,MSE-equivalent###Theorem###Σ###w###w'###w_0###β_1###w_1###β_2###β_k###x_k###t'###t###|x_k|_c###|w_i|_c###ws(2· t)###⟶
3,2,2,1,0,2,scattered subword;subword;factor,subword###factor
2,1,0,0,2,2,Parikh matrix mapping;Parikh matrices,"Parikh matrix mapping, Ψ_Σ, Parikh matrices###"
1,6,1,0,0,1,strongly M-equivalent,strongly M-equivalent###Σ###w###w'###alphabet###ordered alphabet###
2,2,0,0,3,2,MSE;SE,MSE-equivalent###Rule SE
1,2,1,0,0,1,strong (3· t) transformation,strong (3· t) transformation###Rule S3· t
2,2,2,1,1,2,reducible;irreducible,reducible###irreducible
1,4,1,0,0,1,counter,αβ-transformation###counter###Ω###wΩ⟶w'
2,9,0,3,0,0,"almost strongly elementarily matrix equivalent;MSAE-equivalent),",MSAE-equivalent###Σ###w###w'###w_0###w_1###w_n###Ω_i###i
1,2,1,0,0,1,(2· t) transformation,(2· t) transformation###Rule E2· t
1,2,1,0,0,1,strong (2· t) transformation,strong (2· t) transformation###Rule S2· t
1,9,1,0,0,1,triangle partition map,"triangle partition map###T_σ, τ_0, τ_1###π###(1, x, y)###(v_1  v_2  v_3)###F_0^-1###F_1^-k###(v_1  v_2  v_3)^-1###_k"
1,1,1,0,0,1,TRIP sequence,TRIP sequence###
2,5,1,0,0,1,triangle partition-Stern sequence;TRIP-Stern sequence,TRIP-Stern sequence###S_3###F_0###F_1###n^ th level
1,10,1,1,0,1,TRIP-Stern sequence,TRIP-Stern sequence###σ###τ_0###τ_1###a_2^n###k###B###P(x)###n###th level
1,6,1,0,0,1,maximum entry,"TRIP-Stern sequence###maximum entry###level n###m_n###max_|v| = n###max_i∈{1,2,3}b_i(v)"
2,3,1,2,0,1,potential entries;forbidden triples,TRIP-Stern sequence###P###forbidden triples
1,2,0,0,1,1,inverse map,inverse map G###triple
1,2,1,0,0,1,germ,germ###tree
1,2,0,1,0,0,germ of,germ###G^n(X)
1,12,1,1,0,1,generalized TRIP-Stern sequence,"TRIP-Stern sequence###permutation triplet###S_3^3###generalized TRIP-Stern sequence###a,b,c###a_1###a_2n###a_n###F_0###a_2n+1###F_1###n^ th level"
1,7,1,0,0,1,maximum entry,"TRIP-Stern sequence###maximum entry###level n###generalized###m_n###max_|v| = n###max_i∈{1,2,3}b_i(v)"
2,2,2,0,0,2,3D Young diagram;3D diagram,3D Young diagram###3D diagram
3,10,2,4,1,2,weighting;weight;weight;w-partition function,weight###lattice point###3D diagram###w-partition function###formal sum###map###weights###centers###boxes###w
3,10,2,1,0,2,matching;1-factor;dimers,matching###1-factor###graph###subgraph###degree###vertex###partition###disjoint union###dimer###edge
1,7,1,1,0,1,S-block,S-block###A###V###S###r(a| S)###r(b| S)###r(A| S)
1,1,1,0,0,1,resolves,resolves###
1,7,1,0,0,1,S-cluster,S-cluster###S-blocks###∼_S-classes###set###resolves###r(a|X)###r(b|X)
1,8,1,1,0,1,ϵ-Regular partition,ϵ-regular partition###graph G###partition P###V(G)###V_i###k###|V_i|###ϵ
1,2,1,0,0,1,f-Regular partition,f-regular partition###f(k)-regular
1,4,1,1,0,1,ϵ-good,ϵ-good###A###B###G
1,16,1,0,0,1,Tree bound,tree bound###G###A###d(A)###sequences###a_η###b_ρ###2^d###2^<d###G###A###d(A)###ρ◃η###a_η+b_ρ###A###ρ∧ 1⊴η
1,5,1,0,0,1,k-order property,k-stable subset###k-order property###integer###sequences###set###
2,5,0,7,0,0,ϵ-good for A with respect to B;ϵ-good for A,ϵ-good###A###B###G###y
1,11,1,0,0,1,closure,closure###regular###Bohr set###ϵ###B###B'###≺_ϵB###σ###[ϵρ/400|K|###ϵρ/200|K|###B^+
1,9,1,0,0,1,tree bound,Tree bound###d(A)###group###sequences###integer###elements###property###A###ρ∧ 1⊴η###
1,3,1,0,0,1,Intriguing at infinity,"intriguing at infinity###partial quadrangle###generalised quadrangle of order (s,s^2)###"
1,3,1,0,0,1,intriguing at infinity,"intriguing at infinity###partial quadrangle###generalised quadrangle of order (s,s^2)###"
1,4,0,0,0,0,critical,S^1###_̋u###[_̋u]_###_
1,8,0,1,0,0,difficulty,S^1###u###α(u)###α^+###α^-###Z###ℓ_u###x
2,3,2,1,1,2,balanced;unbalanced,balanced###closed semicircle###unbalanced
3,2,2,0,1,3,Duarte region;Duarte droplet;droplet,Duarte region###Duarte droplet###
1,4,1,0,0,1,internally spanned,internally spanned###connected###graph###event
1,8,1,2,0,1,strongly connected;strongly connected,graph G_strong###vertex set###edge set###E###strongly connected###subgraph###induced###connected
1,10,1,0,0,1,hierarchy,droplet###hierarchy###directed rooted tree###edges###root vertex###out-degree###N_G_^→(u)###D_(v)###D_(u)###D_(v)∪ D_(w)
1,6,1,0,0,1,t-good,t-good###hierarchy###droplet###leaf###N_G_^→###V(G_)###
2,8,0,4,0,0,satisfied;disjointly,"D###A###v###D_v###A###N_G_^→(u)###v###Δ(D_v,D_u)"
4,4,4,1,1,4,weak relation;weakly connected;D-rooted;root,weak relation###weakly connected###D-rooted###root
3,3,3,2,2,3,subcritical;critical;supercritical,subcritical###critical###supercritical
1,5,1,0,0,1,Throughput,throughput###flow###edge###vertex###triangle
1,2,1,0,0,1,Turncycles,"C()
C( f)###turncycles"
1,11,1,0,0,1,Throughput,"c###C()###e###E(Δ)###v###V()###(c)###{-2,-1,0,1,2}###Δ###border edge###throughput"
1,2,1,0,0,1,hive flow,hive flow###rhombi
1,9,1,1,0,1,hive flow polytope,"hive flow polytope###P###(G)###δ(k,f)###δ̅(k)###border edges###Δ###P_###(G)_"
3,3,1,0,2,3,positive;negative;neutral slack contributions,positive slack contributions###negative slack contributions###neutral slack contributions
3,9,3,5,0,3,neighbors;Littlewood-Richardson graph;LR graph,P_###G###neighbors###cycle###graph###Littlewood-Richardson graph###LR graph###neighborhood###Γ(f)
3,10,3,5,2,3,turn;turnvertices;turnedges,turn###path###G###vertices###turnvertices###edges###ordered pairs###concatenated###henceforth###turnedges
1,3,1,0,0,1,ordinary,ordinary###turnpaths###turncycles
1,4,1,0,0,1,critical,rhombus###critical###fflat###gflat
3,44,3,1,0,3,thin;thick;center curve,thin###pipe###property###Figure###ref###pipe triangles###side###direct predecessors###direct successors###traversing###c_1###encloses###single inner region###Figure###ref###Figure###ref###thick###property###Figure###ref###path###ζ###center curve###obtuse angles###path c_1###runs around###indicated###Figure###ref###pipe triangles###Δ_1###Δ_2###share a side###k###E(Δ)###edge###ζ###direct predecessors###direct successors###traversing###c_###center curve###single
1,1,1,0,0,1,almost ordinary,almost ordinary###
1,2,1,0,0,1,Tropical halfspace,tropical halfspace###set
1,1,1,0,0,1,Tropical polyhedral cone,tropical polyhedral cone###
1,4,1,0,0,1,Extreme rays,tropical polyhedral cone###extreme rays###minimal set###points###
1,12,1,2,0,1,Dissimilarity map,dissimilarity map###X###function###d###ℝ###symmetric matrix###zero diagonal###D###ℝ^[n] 2###D_ij###x_i###x_j
1,5,1,2,0,1,Rooted tree,rooted tree###tree###leaf set###interior node###root
1,2,1,0,0,1,Ultrametric,ultrametric###𝒰_n
1,5,1,0,0,1,Tangent directed hypergraph,"tangent directed hypergraph###𝒢(v,)###hyperarcs###A_k v###B_kv"
1,13,1,0,0,1,mobile,mobile###sliding down###ultrametric###dissimilarity map###resolution###topology###internal nodes weighting###nearest###ℓ^∞-norm###obtained from###expressible###minimum value###Des_T(v)
2,2,2,1,1,2,line;line arrangement,line###line arrangement
3,9,3,3,0,3,incidence structure;m-point;general position,incidence structure###line arrangement###𝒫###ℒ###I###m-point###t_m###general position###double points
1,1,1,0,0,1,Chern numbers,Chern numbers###
1,3,1,0,0,1,asymptotically trivial,asymptotically trivial###disjoint union###trivial arrangement
1,1,0,0,1,1,rectifiable,rectifiable simple closed curve###
13,22,1,2,6,4,Div;C;:;(i);(ii);UCSF;(iii);(iv);conv;(v);(vi) ;(vii);(viii),"Neffity Criterion###D###Δ###Div_C^𝕋(X(N,Δ))###λ_ϱ###𝐕_Δ(ϱ)###𝒪_X(N,Δ)###h_D###UCSF(N,Δ)###𝐥_σ###P_D###conv###P_D###𝐥_σ###P_D###h_D(𝐲)###⟨𝐦,𝐲⟩###𝐦###P_D∩ M###⟨𝐥_σ,𝐲⟩###σ###D"
10,15,0,1,6,4,Div;C;:;(i);(ii);SUCSF;(iii);(iv);Vert;(v),"Ampleness Criterion###D###Div_C^𝕋(X(N,Δ))###λ_ϱ###𝐕_Δ(ϱ)###ample###h_D###SUCSF(N,Δ)###𝐥_σ###P_D###σ###M-polygon###Vert(P_D)###D·𝐕_Δ(ϱ)###ϱ"
3,4,0,0,4,3,Div;C;area,"nef divisor###Div_C^𝕋(X(N,Δ))###D^2###area_M(P_D)"
6,8,0,0,2,2,: ;(i);(ii);gr.;gr;rev,Classification up to isomorphism###complete N-fans###compact toric surfaces###isomorphic###𝔊_Δ###𝔊_Δ^'gr###𝔊_Δ^'###𝔊_Δ^rev
4,1,0,0,3,3,(Kasprzyk & Nill;);Hom;(;);Hom,"Hom_ℤ, Λ_Q, ℤ, Λ_Q^∗, N, M, Q, Q^∗, ℓ, Q^∘, Hom_ℤ(Λ_Q,ℤ)"
3,6,2,0,2,3,lattice;basis;basis matrix,lattice###(ℤ-)basis###(ℤ-module)###rank###generated###basis matrix
1,4,1,0,0,1,determinant,lattice###basis matrix###determinant###GL_2(ℤ)
1,5,1,1,0,1,dual lattice,lattice###basis matrix###dual lattice###determinant###self-dual
1,8,0,1,0,0,standard model,POL_0(N)###ℬ###GL_2(ℝ)###N###Φ_ℬ###Aut(ℝ^2)###P^st###[P^st]_ℤ^2
5,6,2,2,1,3,cone;rays;minimal generator;minimal generators;equivalent up to umimodular transformation,N-cone###apex###rays###minimal generator###umimodular transformation###equivalence class
1,11,1,0,0,1,standard model,N-cone###GL_2(ℝ)###lattice###Φ_ℬ###Aut(ℝ^2)###standard model###ℤ^2-cone###σ^st###Φ_ℬ^-1###Proposition###[σ^st]_ℤ^2
1,1,0,0,0,0,multiplicity,"mult_N, Π, N^'"
2,4,0,1,2,1,of type;cone,"N-cone###p###q###(p,q)-cone"
1,1,0,0,1,1,dual cone,dual cone of σ###
1,1,0,0,1,1,normal,"U_σ, N, affine toric surface, Spec(ℂ[S_σ]), coordinate ring, 2-dimensional normal complex analytic variety, ℂ^k, vanishing locus, finitely many binomials, ℐ, embedding, affine complex space, minimal dimension, {𝐦_1,…,𝐦_k}, S_σ, Hilb_M(σ^∨)"
1,8,1,0,0,1,normal fan,"M-polygon###M-cone###N-cones###normal fan###inward-pointing normal###Edg(P)###D_P###Div_C^𝕋(X(  N,Σ_P)  )"
1,5,0,0,1,1,combinatorial triples,combinatorial triples of Δ###I_Δ^'###I_Δ^''###J_Δ^'###J_Δ^'###
1,5,0,1,0,0,the auxiliary cone,auxiliary cones###N-cone###auxiliary cone###M-cone###minimal ones
2,22,1,2,0,1,generic;the sectional genus,"ℓ-reflexive pair###Hom_ℤ###Cartier divisor###very ample###complete linear system###closed embedding###composition mapping###character###lattice point###projective variety###semigroup algebra###hyperplanes###curves###linearly equivalent###generic###intersection###smooth connected projective curve###non-singular locus###genus###sectional genus###X(N,Δ_Q)###g_Q"
1,5,1,0,0,1,Cartesian product,Cartesian product###graph###vertex set###edge set###k
1,3,1,0,0,1,Influence,Boolean function###influence###coordinate
1,7,1,0,0,1,Log-Sobolev Constant,Log-Sobolev constant###graph G###constant α###inequality###functions f###vertices V(G)###edges E(G)###
1,8,1,0,0,1,uniform avoidance coupling,uniform avoidance coupling###Markov chains###Markovian avoidance process###state space###stationary distribution###token###transition probability###original chain###
1,7,0,1,0,0,Forbidden States,forbidden state###graph###uniform avoidance coupling###simple random walks###stationary probability###non-zero###set
1,3,0,0,1,1,coupling,coupling of Markov chains###faithful###transition matrix
1,3,1,1,0,1,avoidance coupling,Markov chains###coupling###avoidance coupling
2,5,2,2,1,2,Markovian;Markovian avoidance coupling;Markovian,Markovian###Markovian avoidance coupling###Markov chain###simple random walks###coupling
1,13,1,0,0,1,super-Markovian,avoidance coupling###super-Markovian###graph###simple random walks###probability space###probability matrix###token###chain information###k walks###probability distribution###history###record###token's move###
1,10,1,0,0,1,uniform avoidance coupling,uniform avoidance coupling###Markov chains###Markovian avoidance process###state space###stationary distribution###transition probability###original chain###token###grafting###intervals
1,9,0,2,0,0,uniform avoidance coupling of two simple random walks,uniform avoidance coupling###simple random walks###graph###Markovian avoidance process###stationary probability###token###neighbor###moves###independent
1,7,1,1,0,1,forbidden state,forbidden state###graph###uniform avoidance coupling###simple random walk###stationary probability###set###F
1,8,1,0,0,1,strongly regular,strongly regular###graph###vertices###degree###adjacent vertices###common vertices###non-adjacent vertices###common neighbors
6,6,5,1,2,6,k-up;k-down;k-ascending;maximal k-ascending;k-valley;k-peak,k-up###k-down###k-ascending###k-valley###k-peak###maximal k-ascending section
1,6,1,0,0,1,neighborhood-equivalent,neighborhood-equivalent###N[x]###N[y]###x ≡ y###x̅###modulo
1,9,0,2,0,0,local completion of G at x,local completion###graph###G_x###V###E_x###E###B_x###y z###N(x̅)
1,5,0,2,0,0,2-weighted N-eligible (N2-eligible),2-weighted N-eligible###N2-eligible###NS###N(x̅)###χ_2 (x)
2,3,2,1,2,2,standard Coxeter element;Coxeter element,Coxeter element###standard Coxeter element###Coxeter element in W###
1,8,1,1,1,1,switching block,positive block###negative block###switching block###nonswitching block###positive###negative###switching###nonswitching
1,7,1,1,0,1,connected set,connected set###tree###vertex subset###connected###component###even order###odd order###
1,4,1,0,0,1,chromatic sum,chromatic sum###graph###proper colorings###positive integers
1,2,0,0,1,1,inductively free,inductively free arrangements###hyperplane###
1,3,1,1,0,1,hereditarily inductively free,hereditarily inductively free###inductively free###L()
1,8,1,0,0,1,divisionally free,"divisionally free###ℓ-arrangement###Φ_ℓ###characteristic polynomials###arrangements###H_i###χ(_i^H_i,t)###χ(_i,t)###"
1,1,1,0,0,1,hereditarily divisionally free,hereditarily divisionally free###
1,5,1,0,0,1,pure,pure###poset###proper initial segment###strictly bounded above###dominates
1,11,1,2,0,1,AP-reduction,"AP-reduction###P###Q###α###f###g###r###I_P###SOL_Q###OPT(f(I_P,r))###OPT(I_P)"
1,17,1,1,0,1,W-sound,"W-sound###W-maximal###V(K)###W###V(P)###V(Q)###G-K###L(p)###L(q)###P###Q###V(P_i)###a###V(K)-W###p_i###{w',w”}###K"
2,14,0,4,0,0,h-power of a path;h-power of a cycle,path###graph###h-power###cycle###E(nh)###vertices###nh###n###v_1###v_2###v_n###i###j###E(nh)
1,6,1,1,0,1,h-Fibonacci sequence,h-Fibonacci sequence###F_n^(h)###h+1###n###F_n-1^(h)###F_n-h-1^(h)
1,12,1,2,1,1,partial bijection,"partial bijection###n###(σ, d ,d^')###d###domain###(σ, d ,d^')###d^'###codomain###Q_n###set###partial bijections###n"
1,5,1,0,0,1,trivial extension,trivial extension###partial bijections###set###Q_n###P_α(n)
1,4,1,0,0,1,Inner vertex,inner vertex###subgraph###plane graph###boundary
1,9,0,0,1,1,Crossing,subgraph H###plane graph G###path###inner vertex###endpoints###k times###split###paths###crossings
1,4,1,1,0,1,Vital linkage,linkage###graph###vital linkage###pattern
1,4,1,0,0,1,inner vertex,inner vertex###subgraph###plane graph###boundary
