,term,def,file_name,extraction_rule,plain_text_def,plain_text_term,masked_plain_text_def,labeled_def,diff_tokens
5661,with respect to ;non-simple local complement of ;with respect to ,"
If $G$ is a looped simple graph and $v\in V(G)$ then the \emph{simple local
complement of }$G$ \emph{with respect to }$v$ is the graph $G_{s}^{v}$
obtained from $G$ by complementing all adjacencies between distinct elements
of the open neighborhood $N(v)$. The \emph{non-simple local complement of }$G$
\emph{with respect to }$v$ is the graph $G_{ns}^{v}$ obtained from $G_{s}^{v}$
by complementing the loop status of each element of $N(v)$.
",/home/shufan/que_tex/lcma4t.tex,definition + \emph{},"
If G is a looped simple graph and v∈ V(G) then the simple local
complement of G with respect to v is the graph G_s^v
obtained from G by complementing all adjacencies between distinct elements
of the open neighborhood N(v). The non-simple local complement of G
with respect to v is the graph G_ns^v obtained from G_s^v
by complementing the loop status of each element of N(v).
",with respect to ;non-simple local complement of ;with respect to ,"
If G is a looped simple graph and v∈ V(G) then the simple local
complement of G B_MATH_TERM I_MATH_TERM I_MATH_TERMv is the graph G_s^v
obtained from G by complementing all adjacencies between distinct elements
of the open neighborhood N(v). The B_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERMG
B_MATH_TERM I_MATH_TERM I_MATH_TERMv is the graph G_ns^v obtained from G_s^v
by complementing the loop status of each element of N(v).
",O O O O O O O O O O O O O O O O O B_MATH_TERM I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O B_MATH_TERM I_MATH_TERM I_MATH_TERM O B_MATH_TERM I_MATH_TERM O O O O O O O O O O O O O O O O O O,True
5672,"induced by $\hat X,\hat Y$","
  Let $\hat X\subseteq X, \hat Y\subseteq Y$ be finite sets.  The partition \emph{induced by $\hat X,\hat Y$} takes, for each $I\subseteq \hat Y$, $X_I=\{x\mid E_x\cap \hat Y=I\}$ and for $J\subseteq \hat X$, $Y_J=\{y\mid E^y\cap \hat X=J\}$.
",/home/shufan/que_tex/NotesOnVC.tex,definition + \emph{},"
  Let X̂⊆ X, Ŷ⊆ Y be finite sets.  The partition induced by X̂,Ŷ takes, for each I⊆Ŷ, X_I={x| E_x∩Ŷ=I} and for J⊆X̂, Y_J={y| E^y∩X̂=J}.
","induced by X̂,Ŷ","
  Let X̂⊆ X, Ŷ⊆ Y be finite sets.  The partition B_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM takes, for each I⊆Ŷ, X_I={x| E_x∩Ŷ=I} and for J⊆X̂, Y_J={y| E^y∩X̂=J}.
",O O O O O O O O O O B_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM O O O O O O O O O O O,True
5698,\goodname\ valuation,"
  \label{def:3}
  Let $\M=\M(\Sigma,I)$ be a trace monoid. A valuation
  $f:\M\to\RR_+^*$ is a\/ \emph{\goodname\ valuation}\ if its M\""obius
  transform $h:\C_\M\to\RR$ satisfies the following two conditions:
  \begin{align}
    \label{eq:16}
    &(a)\quad h(0)=0\,,&& (b)\quad\forall c\in\Cstar_\M\quad h(c)>0\,.
    \intertext{Equivalently, if $(p_\alpha)_{\alpha\in\Sigma}$ are the
      characteristic numbers of~$f$, then $f$ is a \goodname\
      valuation if and only if:}
  \label{eq:41}
&(a)\quad\mu_\M\bigl((p_\alpha)_{\alpha\in\Sigma}\bigr)=0\,,&&
(b)\quad\forall c\in\Cstar_\M\quad \muc\bigl((p_\alpha)_{\alpha\in\Sigma_c}\bigr)>0\,.
\end{align}
",/home/shufan/que_tex/jcta_arxiv.tex,definition + \emph{},"
  
  Let =(Σ,I) be a trace monoid. A valuation
  f:→_+^* is a  valuation if its Möbius
  transform h:_→ satisfies the following two conditions:
  
    (a)   h(0)=0 ,       (b)  ∀ c∈_   h(c)>0 .
        Equivalently, if (p_α)_α∈Σ are the
          characteristic numbers of f, then f is a       valuation if and only if:   (a)  μ_((p_α)_α∈Σ)=0 ,      
    (b)  ∀ c∈_  ((p_α)_α∈Σ_c)>0 .

", valuation,"
  
  Let =(Σ,I) be a trace monoid. A valuation
  f:→_+^* is a B_MATH_TERM I_MATH_TERM if its Möbius
  transform h:_→ satisfies the following two conditions:
  
    (a)   h(0)=0 ,       (b)  ∀ c∈_   h(c)>0 .
        Equivalently, if (p_α)_α∈Σ are the
          characteristic numbers of f, then f is a       valuation if and only if:   (a)  μ_((p_α)_α∈Σ)=0 ,      
    (b)  ∀ c∈_  ((p_α)_α∈Σ_c)>0 .

",O O O O O O O O O O O B_MATH_TERM I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,True
5744,input set ;output set,"
For any graph $G$ on $n$ vertices, let us define an $n$-player game for $G$
as follows. The \emph{input set }for each player is $\{X,Y,Z,I\}$ and the
\emph{output set} is $\{+1,-1\}$. The set of valid inputs is the set of
elements of the stabilizer group of $|G\rangle $. The players win on input
$s_{i}\in S$ if and only if the sign of the product of their outputs equals
the sign of $s_{i}$.
",/home/shufan/que_tex/AMGS0613gianni.tex,definition + \emph{},"
For any graph G on n vertices, let us define an n-player game for G
as follows. The input set for each player is {X,Y,Z,I} and the
output set is {+1,-1}. The set of valid inputs is the set of
elements of the stabilizer group of |G⟩. The players win on input
s_i∈ S if and only if the sign of the product of their outputs equals
the sign of s_i.
",input set ;output set,"
For any graph G on n vertices, let us define an n-player game for G
as follows. The B_MATH_TERM I_MATH_TERMfor each player is {X,Y,Z,I} and the
B_MATH_TERM I_MATH_TERM is {+1,-1}. The set of valid inputs is the set of
elements of the stabilizer group of |G⟩. The players win on input
s_i∈ S if and only if the sign of the product of their outputs equals
the sign of s_i.
",O O O O O O O O O O O O O O O O O O B_MATH_TERM O O O O O O O B_MATH_TERM I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,True
5797,"Subgraphs $G_{T^\circ,\zg_p,1"," [ \emph{Subgraphs $G_{T^\circ,\zg_p,1}$, $G_{T^\circ,\zg_p,2}$,
$H_{T^\circ,\zg_p,1}$, and $H_{T^\circ,\zg_p,2}$ of $G_{T^\circ, \zLp}$}]
%
Since $\zLp$ is a loop cutting out a once-punctured monogon with radius $\zg$ and puncture $p$,
the graph $G_{T^\circ,\zLp}$  contains two disjoint connected subgraphs, one on each end, 
both of which are isomorphic to $G_{T^\circ,\zg}$.  Therefore each  
subgraph consists of a union of tiles $G_{\tau_{i_1}}$ through $G_{\tau_{i_d}}$;
we let $G_{T^\circ,\zg_p,1}$ and $G_{T^\circ,\zg_p,2}$ denote these two subgraphs.

Let $v_1$ and $v_2$ be the two vertices of tiles $G_{\tau_{i_d}}$ in $G_{T^\circ, \zLp}$ incident to the edges labeled $\zeta_1$ and $\zeta_{e_p}$.  For $i\in \{1,2\}$, we let $H_{T^\circ,\gamma_p,i}$ be the connected subgraph of $G_{T^\circ,\gamma_p,i}$ which is obtained by deleting $v_i$ and the two edges incident to $v_i$.  See Figure \ref{LoopSnakeGraph}.
",/home/shufan/que_tex/MSW-Arxiv-June3.tex,definition + \emph{}," [ Subgraphs G_T^∘,_p,1, G_T^∘,_p,2,
H_T^∘,_p,1, and H_T^∘,_p,2 of G_T^∘,]

Since  is a loop cutting out a once-punctured monogon with radius  and puncture p,
the graph G_T^∘,  contains two disjoint connected subgraphs, one on each end, 
both of which are isomorphic to G_T^∘,.  Therefore each  
subgraph consists of a union of tiles G_τ_i_1 through G_τ_i_d;
we let G_T^∘,_p,1 and G_T^∘,_p,2 denote these two subgraphs.

Let v_1 and v_2 be the two vertices of tiles G_τ_i_d in G_T^∘, incident to the edges labeled ζ_1 and ζ_e_p.  For i∈{1,2}, we let H_T^∘,γ_p,i be the connected subgraph of G_T^∘,γ_p,i which is obtained by deleting v_i and the two edges incident to v_i.  See Figure <ref>.
","Subgraphs G_T^∘,_p,1"," [ B_MATH_TERM I_MATH_TERM,G_T^∘,_p,2,H_T^∘,_p,1, andH_T^∘,_p,2ofG_T^∘, ]

Sinceis a loop cutting out a once-punctured monogon with radiusand puncturep,
the graphG_T^∘,contains two disjoint connected subgraphs, one on each end, 
both of which are isomorphic toG_T^∘,.  Therefore each  
subgraph consists of a union of tilesG_τ_i_1throughG_τ_i_d;
we letG_T^∘,_p,1andG_T^∘,_p,2denote these two subgraphs.

Letv_1andv_2be the two vertices of tilesG_τ_i_dinG_T^∘, incident to the edges labeledζ_1andζ_e_p.  Fori∈{1,2}, we letH_T^∘,γ_p,ibe the connected subgraph ofG_T^∘,γ_p,iwhich is obtained by deletingv_iand the two edges incident tov_i.  See Figure <ref>.",O B_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,True
5802,Sets $\mathcal{P," [ \emph{Sets $\mathcal{P}(\zg)$ and $\mathcal{SP}(\zg^{(p)})$}] \label{ppANDsp} For an ordinary arc $\zg$ (including loops 
cutting out once-punctured monogons)
we let $\mathcal{P}(\gamma)$ denote the set of perfect matchings of $G_{T^\circ,\gamma}$, and let $\mathcal{SP}(\gamma^{(p)})$ denote the set of $\gamma$-symmetric matchings of $G_{T^\circ,\ell_p}$.
",/home/shufan/que_tex/MSW-Arxiv-June3.tex,definition + \emph{}," [ Sets 𝒫() and 𝒮𝒫(^(p))]  For an ordinary arc  (including loops 
cutting out once-punctured monogons)
we let 𝒫(γ) denote the set of perfect matchings of G_T^∘,γ, and let 𝒮𝒫(γ^(p)) denote the set of γ-symmetric matchings of G_T^∘,ℓ_p.
",Sets 𝒫," [ B_MATH_TERM I_MATH_TERM()and𝒮𝒫(^(p))]  For an ordinary arc(including loops 
cutting out once-punctured monogons)
we let𝒫(γ)denote the set of perfect matchings ofG_T^∘,γ, and let𝒮𝒫(γ^(p))denote the set ofγ-symmetric matchings ofG_T^∘,ℓ_p.",O B_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O,True
5806,lw," \label{maintheorem_neargonal}
 Let $f \in k[x^{\pm 1}, y^{\pm 1}]$ be non-degenerate with respect to its Newton polygon $\Delta = \Delta(f)$, 
 and let $\gamma$ be the gonality of $U(f)$.
 Suppose 
 that
 \begin{equation} \label{planecurvecondition}
  \lsize(\Delta^{(1)}) \geq \emph{lw}(\Delta^{(1)}) + 2
 \end{equation}
 and that $\Delta^{(1)} \not \cong 2\Upsilon, 3\Upsilon, \Gamma^7, \Gamma^8$.
 Then every base-point free $g^1_{\gamma + 1}$ on the smooth projective model of
 $U(f)$ is combinatorial.
",/home/shufan/que_tex/1402.4651.tex,theorem + \emph{}," 
 Let f ∈ k[x^± 1, y^± 1] be non-degenerate with respect to its Newton polygon Δ = Δ(f), 
 and let γ be the gonality of U(f).
 Suppose 
 that
 
    (Δ^(1)) ≥lw(Δ^(1)) + 2

 and that Δ^(1)≇2Υ, 3Υ, Γ^7, Γ^8.
 Then every base-point free g^1_γ + 1 on the smooth projective model of
 U(f) is combinatorial.
",lw," 
 Let f ∈ k[x^± 1, y^± 1] be non-degenerate with respect to its Newton polygon Δ = Δ(f), 
 and let γ be the gonality of U(f).
 Suppose 
 that
 
    (Δ^(1)) ≥ B_MATH_TERM(Δ^(1)) + 2

 and that Δ^(1)≇2Υ, 3Υ, Γ^7, Γ^8.
 Then every base-point free g^1_γ + 1 on the smooth projective model of
 U(f) is combinatorial.
",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,True
5867,"pointed at $(a_1,a_2)$ in the $k^{th","
   Let $(a_1,a_2)\in\ZZ^2$.  An element $x\in\cT_k$ is said to be \emph{pointed at $(a_1,a_2)$ in the $k^{th}$ cluster} if it can be written in the form
  \[x=x_k^{-a_1}x_{k+1}^{-a_2}\sum\limits_{p,q\ge0}c(p,q)x_k^px_{k+1}^q,\]
  where $c(p,q)\in\ukk$ and $c(0,0)=1$.
  ",/home/shufan/que_tex/1309.2567.tex,definition + \emph{},"
   Let (a_1,a_2)∈^2.  An element x∈_k is said to be pointed at (a_1,a_2) in the k^th cluster if it can be written in the form
  
    x=x_k^-a_1x_k+1^-a_2∑_p,q≥0c(p,q)x_k^px_k+1^q,

  where c(p,q)∈ and c(0,0)=1.
  ","pointed at (a_1,a_2) in the k^th","
   Let (a_1,a_2)∈^2.  An element x∈_k is said to be B_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERMcluster if it can be written in the form
  
    x=x_k^-a_1x_k+1^-a_2∑_p,q≥0c(p,q)x_k^px_k+1^q,

  wherec(p,q)∈andc(0,0)=1.",O O O O O O O O O B_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM O O O O O O O O O O O,True
5905,completely positive tensor;cp tensor;cp-rank;$\bcp$," An \mnst $\A$ is called a \emph{completely positive tensor} , or \emph{cp tensor} for short,  if $\A$ can be decomposed as
\beq\label{eq:cp01}
\A = \sum\limits_{j=1}^{q} \bu_{j}^{m}, \quad   \bu_{j}\in \RPlus^{n}, \forall j\in [q]
\eeq
The smallest number $q$ satisfying (\ref{eq:cp01}) is called the \emph{cp-rank} of $\A$.  Moreover, $\A$ is called to be \emph{$\bcp$} if  $\bu_{j}\in\F^{n}$ for each $j\in [q]$ in (\ref{eq:cp01}).
",/home/shufan/que_tex/1508.04204.tex,definition + \emph{}," An  is called a completely positive tensor , or cp tensor for short,  if  can be decomposed as

= ∑_j=1^q _j^m,   _j∈^n, ∀j∈[q]
The smallest number q satisfying (<ref>) is called the cp-rank of .  Moreover,  is called to be  if  _j∈^n for each j∈ [q] in (<ref>).
",completely positive tensor;cp tensor;cp-rank;," An  is called a B_MATH_TERM I_MATH_TERM I_MATH_TERM , or B_MATH_TERM I_MATH_TERM for short,  if  can be decomposed as

= ∑_j=1^q _j^m,   _j∈^n, ∀j∈[q]
The smallest number q satisfying (<ref>) is called the B_MATH_TERM of .  Moreover,  is called to be B_MATH_TERM if  _j∈^n for each j∈ [q] in (<ref>).
",O O O O B_MATH_TERM I_MATH_TERM I_MATH_TERM O O B_MATH_TERM I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O B_MATH_TERM O O O O O O O B_MATH_TERM O O O O O O O O,True
5937,semi-greedy strategy ,"
Let $S$ be an instance of $Game$ $\mathfrak{D}_{e}$ played on graph $K_{_{%
\overline{m}}}$ ($\overline{m}\in 
%TCIMACRO{\U{2115} }%
%BeginExpansion
\mathbb{N}
%EndExpansion
^{n}$, $n\geq 2$) and let for each $i$ ($1\leq i \leq |S|$) partite classes $%
V_{1},...,V_{n}$ of graph $K_{_{\overline{m}}}$ be renumbered as $%
V_{l_{1}^{\left( i\right) }},....V_{l_{n}^{\left( i\right) }}$ to satisfy
condition $|V_{l_{1}^{\left( i\right) }}\backslash C_{S,i-1}|\leq ...\leq
|V_{l_{n-1}^{\left( i\right) }}\backslash C_{S,i-1}|\leq |V_{l_{n}^{\left(
i\right) }}\backslash C_{S,i-1}|$. Then say that Staller plays $S$ with a 
\textit{semi-greedy strategy }if for each even $i$ ($1\leq i \leq |S|$)
Staller chooses an edge which covers exactly one new vertex $c_{i}$ which
satisfies to following conditions: 
\begin{equation*}
\begin{tabular}{ll}
$c_{i}\in V_{l_{n}^{\left( i\right) }}$ & when $|V_{l_{n}^{\left( i\right)
}}\backslash C_{S,i-1}|>|V_{l_{n-1}^{\left( i\right) }}\backslash
C_{S,i-1}|, $ \\ 
$c_{i}\in V(K_{_{\overline{m}}})\backslash \left( V_{l_{n-1}^{\left(
i\right) }}\cup V_{l_{n}^{\left( i\right) }}\right) $ & when $%
|V_{l_{n}^{\left( i\right) }}\backslash C_{S,i-1}|=|V_{l_{n-1}^{\left(
i\right) }}\backslash C_{S,i-1}|$ and $V(K_{_{\overline{m}}})\backslash
\left( V_{l_{n-1}^{\left( i\right) }}\cup V_{l_{n}^{\left( i\right)
}}\right) \backslash C_{S,i-1}\neq \varnothing ,$ \\ 
$c_{i}\in V_{l_{n-1}^{\left( i\right) }}\cup V_{l_{n}^{\left( i\right) }}$ & 
when $|V_{l_{n}^{\left( i\right) }}\backslash C_{S,i-1}|=|V_{l_{n-1}^{\left(
i\right) }}\backslash C_{S,i-1}|$ and $V(K_{_{\overline{m}}})\backslash
\left( V_{l_{n-1}^{\left( i\right) }}\cup V_{l_{n}^{\left( i\right)
}}\right) \backslash C_{S,i-1}=\varnothing .$%
\end{tabular}%
\end{equation*}
",/home/shufan/que_tex/1405.0087.tex,definition + \textit{},"
Let S be an instance of Game 𝔇_e played on graph K__
m (m∈

ℕ
^n, n≥ 2) and let for each i (1≤ i ≤ |S|) partite classes V_1,...,V_n of graph K__m be renumbered as V_l_1^( i) ,....V_l_n^( i) to satisfy
condition |V_l_1^( i) \ C_S,i-1|≤ ...≤
|V_l_n-1^( i) \ C_S,i-1|≤ |V_l_n^(
i) \ C_S,i-1|. Then say that Staller plays S with a 
semi-greedy strategy if for each even i (1≤ i ≤ |S|)
Staller chooses an edge which covers exactly one new vertex c_i which
satisfies to following conditions: 

    c_i∈ V_l_n^( i)    when |V_l_n^( i)
    \ C_S,i-1|>|V_l_n-1^( i) \
    C_S,i-1|,
    c_i∈ V(K__m)\( V_l_n-1^(
    i) ∪ V_l_n^( i) )    when |V_l_n^( i) \ C_S,i-1|=|V_l_n-1^(
    i) \ C_S,i-1| and V(K__m)\( V_l_n-1^( i) ∪ V_l_n^( i)
    ) \ C_S,i-1≠∅ ,
    c_i∈ V_l_n-1^( i) ∪ V_l_n^( i)    
    when |V_l_n^( i) \ C_S,i-1|=|V_l_n-1^(
    i) \ C_S,i-1| and V(K__m)\( V_l_n-1^( i) ∪ V_l_n^( i)
    ) \ C_S,i-1=∅ .

",semi-greedy strategy ,"
Let S be an instance of Game 𝔇_e played on graph K__
m (m∈

ℕ
^n, n≥ 2) and let for each i (1≤ i ≤ |S|) partite classes V_1,...,V_n of graph K__m be renumbered as V_l_1^( i) ,....V_l_n^( i) to satisfy
condition |V_l_1^( i) \ C_S,i-1|≤ ...≤
|V_l_n-1^( i) \ C_S,i-1|≤ |V_l_n^(
i) \ C_S,i-1|. Then say that Staller plays S with a 
B_MATH_TERM I_MATH_TERMif for each even i (1≤ i ≤ |S|)
Staller chooses an edge which covers exactly one new vertex c_i which
satisfies to following conditions: 

    c_i∈ V_l_n^( i)    when |V_l_n^( i)
    \ C_S,i-1|>|V_l_n-1^( i) \
    C_S,i-1|,
    c_i∈ V(K__m)\( V_l_n-1^(
    i) ∪ V_l_n^( i) )    when |V_l_n^( i) \ C_S,i-1|=|V_l_n-1^(
    i) \ C_S,i-1| and V(K__m)\( V_l_n-1^( i) ∪ V_l_n^( i)
    ) \ C_S,i-1≠∅ ,
    c_i∈ V_l_n-1^( i) ∪ V_l_n^( i)    
    when |V_l_n^( i) \ C_S,i-1|=|V_l_n-1^(
    i) \ C_S,i-1| and V(K__m)\( V_l_n-1^( i) ∪ V_l_n^( i)
    ) \ C_S,i-1=∅ .

",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,True
5999,$k$-window;$i^\text{th,"
Given a labeled graph $G$ with vertex set $V(G)=\{v_0,v_1,\ldots,v_{n-1}\}$ with vertices labeled by the rule ${v_j \mapsto j}$ and an integer $0\leq k \leq n-1$, define a \textit{$k$-window} of $G$ to be the subgraph of $G$ induced by the vertex set $V = \{v_i, v_{i+1}, \ldots, v_{i+k-1}\}$ for some $i$, where vertex subscripts are reduced modulo $n$ as appropriate, and vertices are relabeled such that $v_i\mapsto 0, v_{i+1}\mapsto 1, \ldots, v_{i+k-1}\mapsto k-1$.  For each value of $i$ such that $0\leq i\leq n-1$, we denote the corresponding \textit{$i^\text{th}$ $k$-window} of $G$ as $W_{G,k}(i)$.  If $G$ is clear from context, we abbreviate our window as $W_k(i)$.
",/home/shufan/que_tex/gucycles_single_spaced.tex,definition + \textit{},"
Given a labeled graph G with vertex set V(G)={v_0,v_1,…,v_n-1} with vertices labeled by the rule v_j ↦ j and an integer 0≤ k ≤ n-1, define a k-window of G to be the subgraph of G induced by the vertex set V = {v_i, v_i+1, …, v_i+k-1} for some i, where vertex subscripts are reduced modulo n as appropriate, and vertices are relabeled such that v_i↦ 0, v_i+1↦ 1, …, v_i+k-1↦ k-1.  For each value of i such that 0≤ i≤ n-1, we denote the corresponding i^th k-window of G as W_G,k(i).  If G is clear from context, we abbreviate our window as W_k(i).
",k-window;i^th,"
Given a labeled graph G with vertex set V(G)={v_0,v_1,…,v_n-1} with vertices labeled by the rule v_j ↦ j and an integer 0≤ k ≤ n-1, define a B_MATH_TERM of G to be the subgraph of G induced by the vertex set V = {v_i, v_i+1, …, v_i+k-1} for some i, where vertex subscripts are reduced modulo n as appropriate, and vertices are relabeled such that v_i↦ 0, v_i+1↦ 1, …, v_i+k-1↦ k-1.  For each value of i such that 0≤ i≤ n-1, we denote the corresponding B_MATH_TERMk-window ofGasW_G,k(i).  IfGis clear from context, we abbreviate our window asW_k(i).",O O O O O O O O O O O O O O O O O O O O O O O O O O O B_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,True
