term,def,file_name,extraction_rule,plain_text_def,plain_text_term,masked_plain_text_def
Induced G-Morphisms,"\label{inducedgmorphisms}
A morphism of nonvoid relations $f : R \rightarrow Q$ induces two
G-morphisms $R \rightarrow Q$, defined by the following poset maps
$\PR \rightarrow \PQ$:

\vspace*{-0.05in}

$$
\fXg \;=\; (\psi_Q \circ f_Y \circ \phi_R) |_{\PR}
\qquad\qquad
\fYg \;=\; (\phi_Q \circ f_X \circ \psi_R) |_{\PR}.
$$",/home/shufan/que_tex/toppriv.tex,definition[],"
A morphism of nonvoid relations f : R → Q induces two
G-morphisms R → Q, defined by the following poset maps
→:





    =  (ψ_Q ∘ f_Y ∘ϕ_R) |_         =  (ϕ_Q ∘ f_X ∘ψ_R) |_.
",Induced G-Morphisms,"
A morphism of nonvoid relations f : R → Q induces two
G-morphisms R → Q, defined by the following poset maps
→:





    =  (ψ_Q ∘ f_Y ∘ϕ_R) |_         =  (ϕ_Q ∘ f_X ∘ψ_R) |_.
"
Unique Identifiability,"\ Let $R$ be a relation on $\XxY$ and suppose $x \in X$.\\
We say that $x$ is \,\mydefem{uniquely identifiable via relation $R$}\, when
$\,\psi_R(Y_x) = \{x\}$.",/home/shufan/que_tex/toppriv.tex,definition[]," Let R be a relation on  and suppose x ∈ X.

We say that x is  uniquely identifiable via relation R  when
ψ_R(Y_x) = {x}.",Unique Identifiability," Let R be a relation on  and suppose x ∈ X.

We say that x is  uniquely identifiable via relation R  when
ψ_R(Y_x) = {x}."
Individual Privacy,"\ Let $R$ be a relation on $\XxY$ and suppose $x \in X$.

We say that \mydefem{$R$ preserves attribute privacy for $x$} whenever
$(\clsy)(\gamma) = \gamma$ for all $\gamma \subseteq Y_x$.",/home/shufan/que_tex/toppriv.tex,definition[]," Let R be a relation on  and suppose x ∈ X.

We say that R preserves attribute privacy for x whenever
()(γ) = γ for all γ⊆ Y_x.",Individual Privacy," Let R be a relation on  and suppose x ∈ X.

We say that R preserves attribute privacy for x whenever
()(γ) = γ for all γ⊆ Y_x."
Minimal Inference,"\label{mininf}

\ \underline{\MinInfnb} is the following decision problem:

\vst

Given relation $R$ on $\XxY$, $x\in X$, $y\in Y$, and $k \geq
0$, is there a simplex $\gamma\in\dowy$, with $\gamma\,\subseteq
Y_x\setminus\ys$, such that $\abs{\gamma} \leq k$ and $\psi_R(\gamma)
\subseteq \psi_R(\ys)$?",/home/shufan/que_tex/toppriv.tex,definition[],"

  is the following decision problem:



Given relation R on , x∈ X, y∈ Y, and k ≥
0, is there a simplex γ∈, with γ ⊆
Y_x∖, such that γ≤ k and ψ_R(γ)
⊆ψ_R()?",Minimal Inference,"

  is the following decision problem:



Given relation R on , x∈ X, y∈ Y, and k ≥
0, is there a simplex γ∈, with γ ⊆
Y_x∖, such that γ≤ k and ψ_R(γ)
⊆ψ_R()?"
Individuals with Maximal Attributes,"\label{Qmax}
\ Let $R$ be a relation on $\XxY$.
%
\ The \mydefem{restriction of $R$ to its maximally attributed individuals}
is the relation $\,\Qmax = R\,|_{\,\tX\times\tY}$,\, with

\vspace*{-0.1in}

\begin{eqnarray*}
  \kmax &\;=\;& \max_{x\in X}\,\abs{Y_x},\\[3pt]
\tX &\;=\;& \setdefbV{x\in X}{\abs{Y_x}=\kmax},\\[4pt]
\hbox{\em and}\quad \tY &\;=\;& \bigunion_{x\in\tX}Y_x.
\end{eqnarray*}",/home/shufan/que_tex/toppriv.tex,definition[],"
 Let R be a relation on .

 The restriction of R to its maximally attributed individuals
is the relation = R |_ ×,  with





    =    max_x∈ X Y_x,
        =    x∈ XY_x=,
     and      =    _x∈Y_x.
",Individuals with Maximal Attributes,"
 Let R be a relation on .

 The restriction of R to its maximally attributed individuals
is the relation = R |_ ×,  with





    =    max_x∈ X Y_x,
        =    x∈ XY_x=,
     and      =    _x∈Y_x.
"
Join Completion,"\label{joincompletion}
Suppose $P$ is almost a join-based lattice.  Let $S$ be a subset of
$P$.  The \mydefem{bounded join-completion of $S$ in $P$} is the set
$\Sv$ defined by:",/home/shufan/que_tex/toppriv.tex,definition[],"
Suppose P is almost a join-based lattice.  Let S be a subset of
P.  The bounded join-completion of S in P is the set
 defined by:",Join Completion,"
Suppose P is almost a join-based lattice.  Let S be a subset of
P.  The bounded join-completion of S in P is the set
 defined by:"
Hamiltonian Action Cycle,"Let $G=(V,\frakA)$ be a graph as in Section~\ref{obfuscation},
  possibly with a mix of deterministic, nondeterministic, and
  stochastic actions.  Let $n=\abs{V}$ and assume $n > 1$.
%
  A sequence of actions $a_1, \ldots, a_n$ in $\frakA$ is a
  \mydefem{Hamiltonian cycle of actions}\, whenever all three of the
  following conditions hold:

\vspace*{0.1in}

\begin{minipage}{5.5in}
\begin{itemize}
\addtolength{\itemsep}{-3pt}
\item[(i)]  No two of the actions $a_1, \ldots, a_n$ have the same
  source state.

\item[(ii)] Each action $a_i$ is either deterministic or stochastic.

\item[(iii)] The source of action $a_{i+1}$ is a target of action
  $a_i$, for all $i=1, \ldots, n-1$, and the source of $a_1$ is a
  target of $a_n$.

\end{itemize}
\end{minipage}",/home/shufan/que_tex/toppriv.tex,definition[],"Let G=(V,) be a graph as in Section <ref>,
  possibly with a mix of deterministic, nondeterministic, and
  stochastic actions.  Let n=V and assume n > 1.

  A sequence of actions a_1, …, a_n in  is a
  Hamiltonian cycle of actions  whenever all three of the
  following conditions hold:




5.5in

-3pt

  (i)  No two of the actions a_1, …, a_n have the same
  source state.


  (ii) Each action a_i is either deterministic or stochastic.


  (iii) The source of action a_i+1 is a target of action
  a_i, for all i=1, …, n-1, and the source of a_1 is a
  target of a_n.


",Hamiltonian Action Cycle,"Let G=(V,) be a graph as in Section <ref>,
  possibly with a mix of deterministic, nondeterministic, and
  stochastic actions.  Let n=V and assume n > 1.

  A sequence of actions a_1, …, a_n in  is a
  Hamiltonian cycle of actions  whenever all three of the
  following conditions hold:




5.5in

-3pt

  (i)  No two of the actions a_1, …, a_n have the same
  source state.


  (ii) Each action a_i is either deterministic or stochastic.


  (iii) The source of action a_i+1 is a target of action
  a_i, for all i=1, …, n-1, and the source of a_1 is a
  target of a_n.


"
weak order on $\youngFiboTab{n}$,"Let $t$ and $t'$ be two tableaux of size $n$,
then $t$ is said smaller than $t'$ and we write $t
\younFiboTableauOrder t'$ if one can find a sequence $t_0 = t, t_1,
\cdots, t_k = t'$ of tableaux of size $n$ such that $t_{i+1}$ be
obtained from $t_i$ by shifting an entry, for $i$ from $0$ to $k-1$.",/home/shufan/que_tex/0704.1969.tex,definition[],"Let t and t' be two tableaux of size n,
then t is said smaller than t' and we write t
 t' if one can find a sequence t_0 = t, t_1,
⋯, t_k = t' of tableaux of size n such that t_i+1 be
obtained from t_i by shifting an entry, for i from 0 to k-1.",weak order on n,"Let t and t' be two tableaux of size n,
then t is said smaller than t' and we write t
 t' if one can find a sequence t_0 = t, t_1,
⋯, t_k = t' of tableaux of size n such that t_i+1 be
obtained from t_i by shifting an entry, for i from 0 to k-1."
$0$-erasing map,"Let $\theta : \{0,1\}^* \rightarrow \{0,1\}^*$ be the map defined by the recurrence relations:
\[
\begin{array}{lcll}
\theta (\epsilon)  & =  & \epsilon, \\
\theta (0^{\alpha+1}) & = & 0^\alpha & \quad \text{ for } \alpha \geq 0, \\
\theta (1v) & = & 1\theta (v), \\
\theta (0^{\alpha+1}1v) & = & 0^{\alpha}1 \theta(v) & \quad \text{ for } \alpha \geq 0, \\

\end{array}
\]",/home/shufan/que_tex/BeDoJaRe.tex,definition[],"Let θ : {0,1}^* →{0,1}^* be the map defined by the recurrence relations:

    [       θ (ϵ)           =          ϵ,;   θ (0^α+1)           =         0^α   for α≥ 0,;      θ (1v)           =     1θ (v),; θ (0^α+11v)           =   0^α1 θ(v)   for α≥ 0,;             ]
",0-erasing map,"Let θ : {0,1}^* →{0,1}^* be the map defined by the recurrence relations:

    [       θ (ϵ)           =          ϵ,;   θ (0^α+1)           =         0^α   for α≥ 0,;      θ (1v)           =     1θ (v),; θ (0^α+11v)           =   0^α1 θ(v)   for α≥ 0,;             ]
"
Multilinear maps,"Let $V$ be a limit finite-dimensional vector space and $k \geq 1$.
\begin{itemize}
\item A \emph{$k$-linear map} is a limit map $T: V^k \to \F$ such that if one fixes all but one variable $h_i$ of the $k$ variables $h_1,\ldots,h_k \in V$, the remaining map $h_i \mapsto T(h_1,\ldots,h_k)$ is linear.  
\item A $k$-linear map is \emph{symmetric} if it is invariant under permutations of the $k$ variables $h_1,\ldots,h_k$.  
\item A symmetric $k$-linear map is \emph{classical} if $T(h_1,\ldots,h_k)$ vanishes whenever at least $p$ of the $h_1,\ldots,h_k$ agree (this condition is of course vacuous for $k<p$).  Thus, for instance, if $p=2$ and $k=3$, a symmetric trilinear form $T$ is classical if $T(a,a,b) = 0$ for all $a,b \in V$.  
\end{itemize}
We abbreviate ``classical symmetric multilinear'' as $\CSM$.  We denote the space of classical symmetric $k$-linear maps $T: V^k \to \F$ as $\CSM^k(V)$; this is clearly a vector space.",/home/shufan/que_tex/1101.1469.tex,definition[],"Let V be a limit finite-dimensional vector space and k ≥ 1.


  * A k-linear map is a limit map T: V^k → such that if one fixes all but one variable h_i of the k variables h_1,…,h_k ∈ V, the remaining map h_i ↦ T(h_1,…,h_k) is linear.  

  * A k-linear map is symmetric if it is invariant under permutations of the k variables h_1,…,h_k.  

  * A symmetric k-linear map is classical if T(h_1,…,h_k) vanishes whenever at least p of the h_1,…,h_k agree (this condition is of course vacuous for k<p).  Thus, for instance, if p=2 and k=3, a symmetric trilinear form T is classical if T(a,a,b) = 0 for all a,b ∈ V.  

We abbreviate “classical symmetric multilinear” as .  We denote the space of classical symmetric k-linear maps T: V^k → as ^k(V); this is clearly a vector space.",Multilinear maps,"Let V be a limit finite-dimensional vector space and k ≥ 1.


  * A k-linear map is a limit map T: V^k → such that if one fixes all but one variable h_i of the k variables h_1,…,h_k ∈ V, the remaining map h_i ↦ T(h_1,…,h_k) is linear.  

  * A k-linear map is symmetric if it is invariant under permutations of the k variables h_1,…,h_k.  

  * A symmetric k-linear map is classical if T(h_1,…,h_k) vanishes whenever at least p of the h_1,…,h_k agree (this condition is of course vacuous for k<p).  Thus, for instance, if p=2 and k=3, a symmetric trilinear form T is classical if T(a,a,b) = 0 for all a,b ∈ V.  

We abbreviate “classical symmetric multilinear” as .  We denote the space of classical symmetric k-linear maps T: V^k → as ^k(V); this is clearly a vector space."
Bounded rank for multilinear forms,"Let $k \geq 1$ and let $V$ be limit finite-dimensional.  A form $T \in \CSM^k(V)$ is said to be \emph{bounded rank} if there exist a bounded number of forms $S_i \in \CSM^{k_i}(V)$, $i=1,\ldots,m$ for some $1 \leq k_i < k$ such that for $h_1,\ldots,h_k \in V$, the expression $T(h_1,\ldots,h_k)$ is a function of expressions of the form $S_i(h_{j_1}, \ldots, h_{j_{k_i}})$ for some $1 \leq i \leq m$ and $1 \leq j_1 < \ldots < j_{k_i} \leq k$, and \emph{unbounded rank} otherwise.  The space of bounded rank forms will be denoted $\CSM^k_{\LR}(V)$; it is clearly a subspace of $\CSM^k(V)$.",/home/shufan/que_tex/1101.1469.tex,definition[],"Let k ≥ 1 and let V be limit finite-dimensional.  A form T ∈^k(V) is said to be bounded rank if there exist a bounded number of forms S_i ∈^k_i(V), i=1,…,m for some 1 ≤ k_i < k such that for h_1,…,h_k ∈ V, the expression T(h_1,…,h_k) is a function of expressions of the form S_i(h_j_1, …, h_j_k_i) for some 1 ≤ i ≤ m and 1 ≤ j_1 < … < j_k_i≤ k, and unbounded rank otherwise.  The space of bounded rank forms will be denoted ^k_(V); it is clearly a subspace of ^k(V).",Bounded rank for multilinear forms,"Let k ≥ 1 and let V be limit finite-dimensional.  A form T ∈^k(V) is said to be bounded rank if there exist a bounded number of forms S_i ∈^k_i(V), i=1,…,m for some 1 ≤ k_i < k such that for h_1,…,h_k ∈ V, the expression T(h_1,…,h_k) is a function of expressions of the form S_i(h_j_1, …, h_j_k_i) for some 1 ≤ i ≤ m and 1 ≤ j_1 < … < j_k_i≤ k, and unbounded rank otherwise.  The space of bounded rank forms will be denoted ^k_(V); it is clearly a subspace of ^k(V)."
Systems of CSM forms,"Let $k_0 \geq 1$ be standard, and let $V$ be limit finite-dimensional.  A \emph{$\CSM$-system} $T = (T_{k,i})_{1 \leq k < k_0; 1 \leq i \leq m_k}$ of degree $<k_0$ is a collection of forms $T_{k,i} \in \CSM^k(V)$ for $1 \leq k < k_0$ and $1 \leq i \leq m_k$, where $m_1,\ldots,m_{k-1}$ are standard natural numbers.  A $\CSM$-system is said to be \emph{regular} if, for each $1 \leq k < k_0$, the forms $T_{k,1},\ldots,T_{k,m_k} \in \CSM^k(V)$ are linearly independent modulo $\CSM^k_\LR(V)$, thus one has
$$ a_1 T_{k,1} + \ldots + a_k T_{k,m_k} \not \in \CSM^k_\LR(V)$$
whenever $a_1,\ldots,a_k \in \F$ are not all zero.

Let $S \in \CSM^d(V)$ be a classical symmetric multilinear form of some (standard) degree $d \geq 1$.  We say that $S$ is \emph{measurable} with respect to a $\CSM$-system $T = (T_{k,i})_{1 \leq k < k_0; 1 \leq i \leq m_k}$ if there is a functional relationship of the form
$$ S = F( (T_\alpha)_{\alpha \in A} )$$
where $A$ is the set of tuples 
$$ \alpha = (k_\alpha, i_\alpha, j_{\alpha,1},\ldots,j_{\alpha,k_\alpha})$$
with $1 \leq k_\alpha < k_0$, $1 \leq i_\alpha \leq m_{k_\alpha}$, and $1 \leq j_{\alpha,1} < j_{\alpha,2} < \ldots < j_{\alpha,k_\alpha} \leq d$ (in particular, this forces $k_\alpha \leq d$), and $F: \F^A \to \F$ is a function.",/home/shufan/que_tex/1101.1469.tex,definition[],"Let k_0 ≥ 1 be standard, and let V be limit finite-dimensional.  A -system T = (T_k,i)_1 ≤ k < k_0; 1 ≤ i ≤ m_k of degree <k_0 is a collection of forms T_k,i∈^k(V) for 1 ≤ k < k_0 and 1 ≤ i ≤ m_k, where m_1,…,m_k-1 are standard natural numbers.  A -system is said to be regular if, for each 1 ≤ k < k_0, the forms T_k,1,…,T_k,m_k∈^k(V) are linearly independent modulo ^k_(V), thus one has

    a_1 T_k,1 + … + a_k T_k,m_k∉^k_(V)

whenever a_1,…,a_k ∈ are not all zero.

Let S ∈^d(V) be a classical symmetric multilinear form of some (standard) degree d ≥ 1.  We say that S is measurable with respect to a -system T = (T_k,i)_1 ≤ k < k_0; 1 ≤ i ≤ m_k if there is a functional relationship of the form

    S = F( (T_α)_α∈ A )

where A is the set of tuples 

    α = (k_α, i_α, j_α,1,…,j_α,k_α)

with 1 ≤ k_α < k_0, 1 ≤ i_α≤ m_k_α, and 1 ≤ j_α,1 < j_α,2 < … < j_α,k_α≤ d (in particular, this forces k_α≤ d), and F: ^A → is a function.",Systems of CSM forms,"Let k_0 ≥ 1 be standard, and let V be limit finite-dimensional.  A -system T = (T_k,i)_1 ≤ k < k_0; 1 ≤ i ≤ m_k of degree <k_0 is a collection of forms T_k,i∈^k(V) for 1 ≤ k < k_0 and 1 ≤ i ≤ m_k, where m_1,…,m_k-1 are standard natural numbers.  A -system is said to be regular if, for each 1 ≤ k < k_0, the forms T_k,1,…,T_k,m_k∈^k(V) are linearly independent modulo ^k_(V), thus one has

    a_1 T_k,1 + … + a_k T_k,m_k∉^k_(V)

whenever a_1,…,a_k ∈ are not all zero.

Let S ∈^d(V) be a classical symmetric multilinear form of some (standard) degree d ≥ 1.  We say that S is measurable with respect to a -system T = (T_k,i)_1 ≤ k < k_0; 1 ≤ i ≤ m_k if there is a functional relationship of the form

    S = F( (T_α)_α∈ A )

where A is the set of tuples 

    α = (k_α, i_α, j_α,1,…,j_α,k_α)

with 1 ≤ k_α < k_0, 1 ≤ i_α≤ m_k_α, and 1 ≤ j_α,1 < j_α,2 < … < j_α,k_α≤ d (in particular, this forces k_α≤ d), and F: ^A → is a function."
Regular factor,"Let $V$ be a limit finite-dimensional vector space.  A \emph{factor} is a bounded family $P = (P_{i,j})_{1 \leq i \leq m; 0 \leq j \leq J_i}$ of polynomials $P_{i,j} \in \Poly_{\leq D_i+j(p-1)}(V \to \ultra \T)$, where $m \geq 0$ and $J_1,\ldots,J_m \geq 0$ and $D_1,\ldots,D_m \geq 2$ are standard natural numbers, obeying the relations
\begin{equation}\label{peo}
p P_{i,j} = P_{i,j-1}
\end{equation}
for all $1 \leq i \leq m$ and $0 \leq j \leq J_i$ (with the convention $P_{i,-1} = 0$).  In particular, each $P_{i,j}$ takes values in the $(p^{j+1})^\th$ roots of unity $\frac{1}{p^{j+1}} \Z /\Z$.  We refer to $m$ as the \emph{dimension} of the factor, $D_1,\ldots,D_m$ as the \emph{initial degrees} , and $J_1,\ldots,J_m$ as the \emph{depths} .  The \emph{degree} of the factor is the quantity $\sup_{1 \leq i \leq m} D_i + J_i(p-1)$.

A \emph{depth extension} of $P$ is a factor of the form $P' = (P_{i,j})_{1 \leq i \leq m; 0 \leq j \leq J'_i}$, where $J'_i \geq J_i$ for each $1 \leq i \leq m$, and the polynomials $P_{i,j}$ in $P'$ agree with their counterparts in $P$ for $j \leq J_i$.
If $P'$ is a depth extension of $P$, we call $P$ a \emph{depth retraction} of $P'$.  If $d$ is a standard integer, we define the \emph{degree $\leq d$ depth retraction} $P_{\leq d}$ of $P$ to be the retraction formed by deleting all $P_{i,j}$ with $D_i + J_i(p-1) > d$.

If, for every standard integer $k \geq 2$, the polynomials $P_{i,j}$ with $D_i + j(p-1) = k$ are linearly independent in $\Poly_{\leq k}(V \to \ultra\T)$ modulo $\Poly_{\leq k,\BR}(V \to \ultra \T)$, we say that the factor $P$ is \emph{regular} .

A function $Q: V \to \ultra \T$ is said to be \emph{measurable} with respect to the factor $P$ if one has $Q = F( P_{1,J_1},\ldots,P_{m,J_m} )$ for some function $F: \ultra \T^m \to \ultra \T$.",/home/shufan/que_tex/1101.1469.tex,definition[],"Let V be a limit finite-dimensional vector space.  A factor is a bounded family P = (P_i,j)_1 ≤ i ≤ m; 0 ≤ j ≤ J_i of polynomials P_i,j∈_≤ D_i+j(p-1)(V →), where m ≥ 0 and J_1,…,J_m ≥ 0 and D_1,…,D_m ≥ 2 are standard natural numbers, obeying the relations

    p P_i,j = P_i,j-1

for all 1 ≤ i ≤ m and 0 ≤ j ≤ J_i (with the convention P_i,-1 = 0).  In particular, each P_i,j takes values in the (p^j+1)^þ roots of unity 1/p^j+1 /.  We refer to m as the dimension of the factor, D_1,…,D_m as the initial degrees , and J_1,…,J_m as the depths .  The degree of the factor is the quantity sup_1 ≤ i ≤ m D_i + J_i(p-1).

A depth extension of P is a factor of the form P' = (P_i,j)_1 ≤ i ≤ m; 0 ≤ j ≤ J'_i, where J'_i ≥ J_i for each 1 ≤ i ≤ m, and the polynomials P_i,j in P' agree with their counterparts in P for j ≤ J_i.
If P' is a depth extension of P, we call P a depth retraction of P'.  If d is a standard integer, we define the degree ≤ d depth retraction P_≤ d of P to be the retraction formed by deleting all P_i,j with D_i + J_i(p-1) > d.

If, for every standard integer k ≥ 2, the polynomials P_i,j with D_i + j(p-1) = k are linearly independent in _≤ k(V →) modulo _≤ k,(V →), we say that the factor P is regular .

A function Q: V → is said to be measurable with respect to the factor P if one has Q = F( P_1,J_1,…,P_m,J_m ) for some function F: ^m →.",Regular factor,"Let V be a limit finite-dimensional vector space.  A factor is a bounded family P = (P_i,j)_1 ≤ i ≤ m; 0 ≤ j ≤ J_i of polynomials P_i,j∈_≤ D_i+j(p-1)(V →), where m ≥ 0 and J_1,…,J_m ≥ 0 and D_1,…,D_m ≥ 2 are standard natural numbers, obeying the relations

    p P_i,j = P_i,j-1

for all 1 ≤ i ≤ m and 0 ≤ j ≤ J_i (with the convention P_i,-1 = 0).  In particular, each P_i,j takes values in the (p^j+1)^þ roots of unity 1/p^j+1 /.  We refer to m as the dimension of the factor, D_1,…,D_m as the initial degrees , and J_1,…,J_m as the depths .  The degree of the factor is the quantity sup_1 ≤ i ≤ m D_i + J_i(p-1).

A depth extension of P is a factor of the form P' = (P_i,j)_1 ≤ i ≤ m; 0 ≤ j ≤ J'_i, where J'_i ≥ J_i for each 1 ≤ i ≤ m, and the polynomials P_i,j in P' agree with their counterparts in P for j ≤ J_i.
If P' is a depth extension of P, we call P a depth retraction of P'.  If d is a standard integer, we define the degree ≤ d depth retraction P_≤ d of P to be the retraction formed by deleting all P_i,j with D_i + J_i(p-1) > d.

If, for every standard integer k ≥ 2, the polynomials P_i,j with D_i + j(p-1) = k are linearly independent in _≤ k(V →) modulo _≤ k,(V →), we say that the factor P is regular .

A function Q: V → is said to be measurable with respect to the factor P if one has Q = F( P_1,J_1,…,P_m,J_m ) for some function F: ^m →."
