term,def,file_name,extraction_rule,plain_text_def,plain_text_term,masked_plain_text_def,labeled_def
\ block sequence,"
\label{Definition:block_sequence}A\emph{\ block sequence} in $S_{k}$ is a
sequence $\left( b_{n}\right) $ such that $f_{0}\left( b_{0}\right) \cdots
f_{n}\left( b_{n}\right) $ is defined for any $n\in \omega $ and $%
f_{0},\ldots ,f_{n}\in \mathcal{G}$.
",/home/shufan/que_tex/gowers-arxive.tex,definition + \emph{},"
A block sequence in S_k is a
sequence ( b_n) such that f_0( b_0) ⋯
f_n( b_n) is defined for any n∈ω and f_0,… ,f_n∈𝒢.
", block sequence,"
AB_MATH_TERM I_MATH_TERM I_MATH_TERM in S_k is a
sequence ( b_n) such that f_0( b_0) ⋯
f_n( b_n) is defined for any n∈ω and f_0,… ,f_n∈𝒢.
",O I_MATH_TERM I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O
Reservoir sets,"Given a graph $G_\alpha$ on vertex set~$[n]$, a copy $\hat F$ of a subgraph~$F^*$ of~$F$ in the complete graph on
  vertex set~$[n]$, and an independent set~$W$ of vertices of $\hat F$, we
  define the family of \emph{$(G_\alpha, \hat F, W)$-reservoir sets}
  $\big(R(u)\big)_{u\in[n]}$ by setting
  \begin{equation}\label{Bvdefn}
    R(u)=\big\{ w\in W\colon N_{\hat F}(w)\subset N_{G_\alpha}(u) \big\}\,.
  \end{equation}",/home/shufan/que_tex/MinDegree.tex,definition[],"Given a graph G_α on vertex set [n], a copy F̂ of a subgraph F^* of F in the complete graph on
  vertex set [n], and an independent set W of vertices of F̂, we
  define the family of (G_α, F̂, W)-reservoir sets
  (R(u))_u∈[n] by setting
  
    R(u)={ w∈ W N_F̂(w)⊂ N_G_α(u) } .
",Reservoir sets,"Given a graph G_α on vertex set [n], a copy F̂ of a subgraph F^* of F in the complete graph on
  vertex set [n], and an independent set W of vertices of F̂, we
  define the family of (G_α, F̂, W)-B_MATH_TERM I_MATH_TERM
  (R(u))_u∈[n] by setting
  
    R(u)={ w∈ W N_F̂(w)⊂ N_G_α(u) } .
",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O I_MATH_TERM O O O O O O O O O O
Apartness Condition,"Fix $t\geq 2$. We say that a set $X\subseteq\Nat$ satisfies the $t$-apartness condition (or {\em is $t$-apart}) if for all $x,x'\in X$, 
if $x<x'$ then $\mu_t(x)<\lambda_t(x')$.",/home/shufan/que_tex/1701.06095.tex,definition[],"Fix t≥ 2. We say that a set X⊆ satisfies the t-apartness condition (or is t-apart) if for all x,x'∈ X, 
if x<x' then μ_t(x)<λ_t(x').",Apartness Condition,"Fix t≥ 2. We say that a set X⊆ satisfies the t-B_MATH_TERM I_MATH_TERM (or is t-apart) if for all x,x'∈ X, 
if x<x' then μ_t(x)<λ_t(x').",O O O O O O O O O O O O I_MATH_TERM O O O O O O O O O O O O
compact set,"A finite set of integers $A$ is a $2t+2$-\emph{compact set} if and only if the following conditions hold:
\begin{itemize}\itemsep-4pt
\item[(i)] $-1,-2, \ldots, -2t-1$ belong to $A$;
\item[(ii)] for all $a \in A$ such that $a \neq -1,-2, \ldots, -2t-1$, we have $a \geq 1$ and $a \not\equiv 0~\mbox{mod~} 2t+2$;
\item[(iii)] let $b>a \geq 1$ be two integers such that $a \equiv b$ mod $2t+2$. If $b \in A$, then $a \in A$.
\end{itemize}
",/home/shufan/que_tex/A_Nekrasov-Okounkov_type_formula_for_C_revised.tex,definition + \emph{},"A finite set of integers A is a 2t+2-compact set if and only if the following conditions hold:
-4pt

  (i) -1,-2, …, -2t-1 belong to A;

  (ii) for all a ∈ A such that a ≠ -1,-2, …, -2t-1, we have a ≥ 1 and a ≢0  2t+2;

  (iii) let b>a ≥ 1 be two integers such that a ≡ b mod 2t+2. If b ∈ A, then a ∈ A.

",compact set,"A finite set of integers A is a 2t+2-B_MATH_TERM I_MATH_TERM if and only if the following conditions hold:
-4pt

  (i) -1,-2, …, -2t-1 belong to A;

  (ii) for all a ∈ A such that a ≠ -1,-2, …, -2t-1, we have a ≥ 1 and a ≢0  2t+2;

  (iii) let b>a ≥ 1 be two integers such that a ≡ b mod 2t+2. If b ∈ A, then a ∈ A.

",O O O O O O O O O I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
standard monomial,"[{\protect\cite{Be86, Ki08}}]\label{Sp-stm}
Fix the element $J_{0}=[u_1,u_2,\cdots ,u_m]\in \mathcal{L}\langle 2m \rangle$ of
length $m$. For a multiple chain 
$\mathsf{t}=(I_{1}\preceq I_{2}\preceq \cdots \preceq I_{c})$ of 
$\mathcal{L}\langle 2m \rangle$, its associated monomial
%
\begin{equation*}
{\Delta} _{\mathsf{t}'}={\delta} _{I'_{1}} {\delta} _{I'_{2}}\cdots {\delta} _{I'_{c}}\in 
\mathbb{C}[\mathsf{M}_{2m,m}]^{U_{m}}
\end{equation*}
%
is called a ${Sp}$-\textit{standard monomial} , if $I_{s}\succeq J_{0}$ for all $s$. 
",/home/shufan/que_tex/KIM_Branching_30June2011.tex,definition + \textit{},"[<cit.>]
Fix the element J_0=[u_1,u_2,⋯ ,u_m]∈ℒ⟨ 2m ⟩ of
length m. For a multiple chain 
𝗍=(I_1≼ I_2≼⋯≼ I_c) of 
ℒ⟨ 2m ⟩, its associated monomial


    Δ _𝗍'=δ _I'_1δ _I'_2⋯δ _I'_c∈ℂ[𝖬_2m,m]^U_m


is called a Sp-standard monomial , if I_s≽ J_0 for all s. 
",standard monomial,"[<cit.>]
Fix the element J_0=[u_1,u_2,⋯ ,u_m]∈ℒ⟨ 2m ⟩ of
length m. For a multiple chain 
𝗍=(I_1≼ I_2≼⋯≼ I_c) of 
ℒ⟨ 2m ⟩, its associated monomial


    Δ _𝗍'=δ _I'_1δ _I'_2⋯δ _I'_c∈ℂ[𝖬_2m,m]^U_m


is called a Sp-B_MATH_TERM I_MATH_TERM , if I_s≽ J_0 for all s. 
",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O I_MATH_TERM O O O O O O O
standard monomial,"[{\protect{cf. \cite{KW93, Pr94}}}]\label{O-standard}
Then the corresponding monomial
%
\begin{equation*}
{\Delta} _{\mathsf{t}'}={\delta} _{I'_{1}} {\delta}_{I'_{2}}\cdots {\delta}_{I'_{r}}\in 
\mathbb{C}[\mathsf{M}_{p,m}]^{U_{m}}
\end{equation*}
%
is called an $O$-\textit{standard monomial} , if, in the chain $\mathsf{t}=(I_1 \cdots \preceq I_r)$,
%
\begin{enumerate}
\item $\alpha _{2c}+\beta _{2c}\leq 2c$ for $1\leq c\leq m$, and

\item if $\alpha _{2c}+\beta_{2c}=2c$ for some $c$ with 
$\mathsf{t}(\alpha _{2c},1)=u_c$ and $\mathsf{t}(\beta _{{2c}},b)=v_c$ for some $b$, then 
$\mathsf{t}(\beta_{2c} -1,b)=u_c$.
\end{enumerate}
",/home/shufan/que_tex/KIM_Branching_30June2011.tex,definition + \textit{},"[cf. <cit.>]
Then the corresponding monomial


    Δ _𝗍'=δ _I'_1δ_I'_2⋯δ_I'_r∈ℂ[𝖬_p,m]^U_m


is called an O-standard monomial , if, in the chain 𝗍=(I_1 ⋯≼ I_r),



  * α _2c+β _2c≤ 2c for 1≤ c≤ m, and


  * if α _2c+β_2c=2c for some c with 
𝗍(α _2c,1)=u_c and 𝗍(β _2c,b)=v_c for some b, then 
𝗍(β_2c -1,b)=u_c.

",standard monomial,"[cf. <cit.>]
Then the corresponding monomial


    Δ _𝗍'=δ _I'_1δ_I'_2⋯δ_I'_r∈ℂ[𝖬_p,m]^U_m


is called an O-B_MATH_TERM I_MATH_TERM , if, in the chain 𝗍=(I_1 ⋯≼ I_r),



  * α _2c+β _2c≤ 2c for 1≤ c≤ m, and


  * if α _2c+β_2c=2c for some c with 
𝗍(α _2c,1)=u_c and 𝗍(β _2c,b)=v_c for some b, then 
𝗍(β_2c -1,b)=u_c.

",O O O O O O O O O O O O O I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
separator;neighbor separator," Given two vertices $a,b$ in a graph $G=(V,E)$  and some $r\in \mathbb{N}$, a set $S\subset V$  is an $ab$-$N_r$-\emph{separator}  if $a$ and $b$ are in different components of $G\setminus N_r(S)$. $S$ is an $ab$-\emph{neighbor separator} if it is an $ab$-$N_r$-separator for some $r$.%If $r=1$, let us denote simply $ab$-$N$-disconnecting.
",/home/shufan/que_tex/Chordality_arxiv.tex,definition + \emph{}," Given two vertices a,b in a graph G=(V,E)  and some r∈ℕ, a set S⊂ V  is an ab-N_r-separator  if a and b are in different components of G∖ N_r(S). S is an ab-neighbor separator if it is an ab-N_r-separator for some r.
",separator;neighbor separator," Given two vertices a,b in a graph G=(V,E)  and some r∈ℕ, a set S⊂ V  is an ab-N_r-B_MATH_TERM  if a and b are in different components of G∖ N_r(S). S is an ab-B_MATH_TERM I_MATH_TERM if it is an ab-N_r-separator for some r.
",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O I_MATH_TERM O O O O O O O O
directive word,"[\cite{AR91}] \label{theo:ar}
An infinite word $\omega \in \mathcal{A}^\mathbb{N}$ is an Arnoux-Rauzy word if and only if its set of factors coincides with the set of factors of a sequence of the form 
$$
\lim_{n\to\infty} \sigma_{i_0} \sigma_{i_1} \cdots \sigma_{i_n} (1), 
$$
where the sequence $(i_n)_{n\geq 0} \in \mathcal{A}^\mathbb{N}$ is such that every letter in~$\mathcal{A}$ occurs infinitely often in~$(i_n)_{n\ge0}$. 
Furthermore, such a sequence $(i_n)_{n\geq 0} \in \mathcal{A}^\mathbb{N}$ is uniquely defined for a given~$\omega$.

For any given Arnoux-Rauzy word, the sequence $(i_n)_{n \geq 0}$ is called the $\mathcal{S}$-\emph{directive word} of~$\omega$. 
All the Arnoux-Rauzy words that belong to the dynamical system $(X_{\omega},T)$ have the same $\mathcal{S}$-directive word.
",/home/shufan/que_tex/1212.5106.tex,theorem + \emph{},"[<cit.>] 
An infinite word ω∈𝒜^ℕ is an Arnoux-Rauzy word if and only if its set of factors coincides with the set of factors of a sequence of the form 

    lim_n→∞σ_i_0σ_i_1⋯σ_i_n (1),

where the sequence (i_n)_n≥ 0∈𝒜^ℕ is such that every letter in 𝒜 occurs infinitely often in (i_n)_n≥0. 
Furthermore, such a sequence (i_n)_n≥ 0∈𝒜^ℕ is uniquely defined for a given ω.

For any given Arnoux-Rauzy word, the sequence (i_n)_n ≥ 0 is called the 𝒮-directive word of ω. 
All the Arnoux-Rauzy words that belong to the dynamical system (X_ω,T) have the same 𝒮-directive word.
",directive word,"[<cit.>] 
An infinite word ω∈𝒜^ℕ is an Arnoux-Rauzy word if and only if its set of factors coincides with the set of factors of a sequence of the form 

    lim_n→∞σ_i_0σ_i_1⋯σ_i_n (1),

where the sequence (i_n)_n≥ 0∈𝒜^ℕ is such that every letter in 𝒜 occurs infinitely often in (i_n)_n≥0. 
Furthermore, such a sequence (i_n)_n≥ 0∈𝒜^ℕ is uniquely defined for a given ω.

For any given Arnoux-Rauzy word, the sequence (i_n)_n ≥ 0 is called the 𝒮-B_MATH_TERM I_MATH_TERM of ω. 
All the Arnoux-Rauzy words that belong to the dynamical system (X_ω,T) have the same 𝒮-directive word.
",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O I_MATH_TERM O O O O O O O O O O O O O O O O O O
strong antichain,"
Let $G$ be a subgroup of the symmetric group of a finite set $S$, with $|S|$ even.
A $G$-\emph{strong antichain} is a subset $\mathcal{R}_{G}$ of a traversal $\mathcal{T}$ of the orbit set $\binom{S}{|S|/2}/G$,
such that all its members are $G$-strong.
",/home/shufan/que_tex/1202.1597.tex,definition + \emph{},"
Let G be a subgroup of the symmetric group of a finite set S, with |S| even.
A G-strong antichain is a subset ℛ_G of a traversal 𝒯 of the orbit set S|S|/2/G,
such that all its members are G-strong.
",strong antichain,"
Let G be a subgroup of the symmetric group of a finite set S, with |S| even.
A G-B_MATH_TERM I_MATH_TERM is a subset ℛ_G of a traversal 𝒯 of the orbit set S|S|/2/G,
such that all its members are G-strong.
",O O O O O O O O O O O O O O O O O O O I_MATH_TERM O O O O O O O O O O O O O O O O O O O O
anchored $\Delta$-knotting graph,"Let $z\in V$. For each $u\in A(z)$, let $X^{uz}_1$, $X^{uz}_2$,
\ldots,$X^{uz}_{k_u}$ be the $uz$-components~of~$G$.\smallskip

The \uline{$z$-anchored $\Delta$-knotting graph} of $G$ is the graph ${\cal K}^z_G =
(V^z_K,E^z_K)$ defined as follows:\smallskip
\begin{compactitem}
\item For each $u\in A(z)$, the set $V^z_K$ contains $k_u$ copies $u_1$, \ldots,
$u_{k_u}$ of $u$, one copy for each $X^{uz}_i$.
\item For each $uv\in E$ where $u,v\in A(z)$, there is an edge $u_iv_j$ in
$E^z_K$ if $v\in X^{uz}_i$ and $u\in X^{vz}_j$.
\end{compactitem}",/home/shufan/que_tex/1408.2639.tex,definition[],"Let z∈ V. For each u∈ A(z), let X^uz_1, X^uz_2,
…,X^uz_k_u be the uz-components of G.

The z-anchored Δ-knotting graph of G is the graph K^z_G =
(V^z_K,E^z_K) defined as follows:

  * For each u∈ A(z), the set V^z_K contains k_u copies u_1, …,
u_k_u of u, one copy for each X^uz_i.

  * For each uv∈ E where u,v∈ A(z), there is an edge u_iv_j in
E^z_K if v∈ X^uz_i and u∈ X^vz_j.
",anchored Δ-knotting graph,"Let z∈ V. For each u∈ A(z), let X^uz_1, X^uz_2,
…,X^uz_k_u be the uz-components of G.

The z-B_MATH_TERM I_MATH_TERM I_MATH_TERM of G is the graph K^z_G =
(V^z_K,E^z_K) defined as follows:

  * For each u∈ A(z), the set V^z_K contains k_u copies u_1, …,
u_k_u of u, one copy for each X^uz_i.

  * For each uv∈ E where u,v∈ A(z), there is an edge u_iv_j in
E^z_K if v∈ X^uz_i and u∈ X^vz_j.
",O O O O O O O O O O O O O O O O O O I_MATH_TERM I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
mixed generator,"Let $R \subseteq G$ be fixed. A set $S \subseteq G$ is called a $R$-mixed generator (of the extent $S^{II}$) if, for every $g \in G$, both implications below hold:
  \begin{flalign*}
    \quad i)\, &g \in (S \cap R) \Rightarrow (S \setminus \{g\})^{II} \neq S^{II} &\\
    \quad ii)\, &g \notin (S \cup R) \Rightarrow (S \cup \{g\})^{II} \neq S^{II}. &
  \end{flalign*}",/home/shufan/que_tex/mixgens.tex,definition[],"Let R ⊆ G be fixed. A set S ⊆ G is called a R-mixed generator (of the extent S^II) if, for every g ∈ G, both implications below hold:
  
      i)     g ∈(S ∩R) ⇒(S ∖{g})^II ≠S^II    

      ii)     g ∉(S ∪R) ⇒(S ∪{g})^II ≠S^II.    
  ",mixed generator,"Let R ⊆ G be fixed. A set S ⊆ G is called a R-B_MATH_TERM I_MATH_TERM (of the extent S^II) if, for every g ∈ G, both implications below hold:
  
      i)     g ∈(S ∩R) ⇒(S ∖{g})^II ≠S^II    

      ii)     g ∉(S ∪R) ⇒(S ∪{g})^II ≠S^II.    
  ",O O O O O O O O O O O O O O O I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O
\ move,"
\label{R2} Suppose $G$ is a marked graph with two vertices $v$ and $w$, $v$
looped and $w$ not looped. Then any of the following is an $\Omega
.2$\emph{\ move} , and so is the inverse transformation.

(a) Suppose $v$ and $w$ are both unmarked, and they have the same neighbors
outside $\{v$, $w\}$. Replace $G$ with $G-v-w$.

(b) Suppose $v$ is marked $c$, $w$ is unmarked, $v$ is the only neighbor of
$w$, and $z\notin\{v$, $w\}$ is a neighbor of $v$. Replace $G$ with
$G_{cru}^{vz}-v-w$.

(c) Suppose $v$ is marked $c$, $w$ is unmarked, $v$ and $w$ have the same
neighbors outside $\{v$, $w\}$, and $z\notin\{v$, $w\}$ is a neighbor of $v$
and $w$. Replace $G$ with $G_{cru}^{vz}-v-w$.

(d) Suppose $v$ is marked $c$, $w$ is unmarked, $v$ is the only neighbor of
$w$, and $w$ is the only neighbor of $v$. Replace $G$ with $G^{+}-v-w$, where
$G^{+}$ is obtained from $G$ by adjoining a free loop.
",/home/shufan/que_tex/bpg4.tex,definition + \emph{},"
 Suppose G is a marked graph with two vertices v and w, v
looped and w not looped. Then any of the following is an Ω
.2 move , and so is the inverse transformation.

(a) Suppose v and w are both unmarked, and they have the same neighbors
outside {v, w}. Replace G with G-v-w.

(b) Suppose v is marked c, w is unmarked, v is the only neighbor of
w, and z∉{v, w} is a neighbor of v. Replace G with
G_cru^vz-v-w.

(c) Suppose v is marked c, w is unmarked, v and w have the same
neighbors outside {v, w}, and z∉{v, w} is a neighbor of v
and w. Replace G with G_cru^vz-v-w.

(d) Suppose v is marked c, w is unmarked, v is the only neighbor of
w, and w is the only neighbor of v. Replace G with G^+-v-w, where
G^+ is obtained from G by adjoining a free loop.
", move,"
 Suppose G is a marked graph with two vertices v and w, v
looped and w not looped. Then any of the following is an Ω
.2B_MATH_TERM I_MATH_TERM , and so is the inverse transformation.

(a) Suppose v and w are both unmarked, and they have the same neighbors
outside {v, w}. Replace G with G-v-w.

(b) Suppose v is marked c, w is unmarked, v is the only neighbor of
w, and z∉{v, w} is a neighbor of v. Replace G with
G_cru^vz-v-w.

(c) Suppose v is marked c, w is unmarked, v and w have the same
neighbors outside {v, w}, and z∉{v, w} is a neighbor of v
and w. Replace G with G_cru^vz-v-w.

(d) Suppose v is marked c, w is unmarked, v is the only neighbor of
w, and w is the only neighbor of v. Replace G with G^+-v-w, where
G^+ is obtained from G by adjoining a free loop.
",O O O O O O O O O O O O O O O O O O O O O O O O O O O I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
\ marked-graph Jones polynomial,"
\label{Jones} The\emph{\ marked-graph Jones polynomial} of a graph with $\ell$
looped vertices and $n-\ell$ unlooped vertices is%
\[
V_{G}(t)=(-1)^{n}\cdot t^{(3n-6\ell)/4}\cdot\left\langle G\right\rangle
(t^{-1/4}).
\]

",/home/shufan/que_tex/bpg4.tex,definition + \emph{},"
 The marked-graph Jones polynomial of a graph with ℓ
looped vertices and n-ℓ unlooped vertices is

    V_G(t)=(-1)^n· t^(3n-6ℓ)/4·⟨ G⟩
    (t^-1/4).


", marked-graph Jones polynomial,"
 TheB_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM of a graph with ℓ
looped vertices and n-ℓ unlooped vertices is

    V_G(t)=(-1)^n· t^(3n-6ℓ)/4·⟨ G⟩
    (t^-1/4).


",O I_MATH_TERM I_MATH_TERM I_MATH_TERM O O O O O O O O O O O O O O O O
central in," Let $(X_\rho)$ be a Bourgain system and let $0<\sigma<\rho\leq 1$.
We shall say that $X_\sigma$ is $\e$-\emph{central in} $X_\rho$ and write 
$X_\sigma\prec_\e X_\rho$ if both $X_\rho$ and $X_\sigma$ are regular sets,
and $\sigma\in[\e\rho/400d,\e\rho/200d]$.
",/home/shufan/que_tex/1002.2210.tex,definition + \emph{}," Let (X_ρ) be a Bourgain system and let 0<σ<ρ≤ 1.
We shall say that X_σ is -central in X_ρ and write 
X_σ≺_ X_ρ if both X_ρ and X_σ are regular sets,
and σ∈[ρ/400d,ρ/200d].
",central in," Let (X_ρ) be a Bourgain system and let 0<σ<ρ≤ 1.
We shall say that X_σ is -B_MATH_TERM I_MATH_TERM X_ρ and write 
X_σ≺_ X_ρ if both X_ρ and X_σ are regular sets,
and σ∈[ρ/400d,ρ/200d].
",O O O O O O O O O O O O O O O O O I_MATH_TERM O O O O O O O O O O O O O O O
"Fibonacci weight,","
Let $G^\rightarrow$ be a simple directed graph on $n \geq 2$ vertices with each vertex carrying its $\pm$\emph{Fibonacci weight,} $f^\pm_i.$ For the function $f(x) = mx +c, x \in \Bbb R$ and $m, c \in \Bbb Z$ we define the Khazamula irregularity as:\\ \\
$irr_k(G^\rightarrow) =\sum\limits_{i=1}^{n}|\int_{f^\pm_i}^{d(v^h_i)}f(x)dx|.$
",/home/shufan/que_tex/1407.8290.tex,definition + \emph{},"
Let G^→ be a simple directed graph on n ≥ 2 vertices with each vertex carrying its ±Fibonacci weight, f^±_i. For the function f(x) = mx +c, x ∈ R and m, c ∈ Z we define the Khazamula irregularity as:
 

irr_k(G^→) =∑_i=1^n|∫_f^±_i^d(v^h_i)f(x)dx|.
","Fibonacci weight,","
Let G^→ be a simple directed graph on n ≥ 2 vertices with each vertex carrying its ±B_MATH_TERM I_MATH_TERM f^±_i. For the function f(x) = mx +c, x ∈ R and m, c ∈ Z we define the Khazamula irregularity as:
 

irr_k(G^→) =∑_i=1^n|∫_f^±_i^d(v^h_i)f(x)dx|.
",O O O O O O O O O O O O O O O O O O I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O
Regular slice,"Given $\eps, \eps_k > 0$, $r, t_0, t_1 \in \mathbb{N}$, a $k$-graph~$G$ and a $(k-1)$-complex $\J$ on $V(G)$, we call $\J$ a \emph{$(t_0, t_1, \eps, \eps_k, r)$-regular slice for $G$} if $\J$ is $(t_0, t_1, \eps)$-equitable and $G$ is $(\eps_k, r)$-regular with respect to all but at most $\eps_k \binom{t}{k}$ of the $k$-sets of clusters of $\J$, where $t$ is the number of clusters of~$\J$.",/home/shufan/que_tex/C3sTiling-170127.tex,definition[],"Given , _k > 0, r, t_0, t_1 ∈ℕ, a k-graph G and a (k-1)-complex  on V(G), we call  a (t_0, t_1, , _k, r)-regular slice for G if  is (t_0, t_1, )-equitable and G is (_k, r)-regular with respect to all but at most _k tk of the k-sets of clusters of , where t is the number of clusters of .",Regular slice,"Given , _k > 0, r, t_0, t_1 ∈ℕ, a k-graph G and a (k-1)-complex  on V(G), we call  a (t_0, t_1, , _k, r)-B_MATH_TERM I_MATH_TERM for G if  is (t_0, t_1, )-equitable and G is (_k, r)-regular with respect to all but at most _k tk of the k-sets of clusters of , where t is the number of clusters of .",O O O O O O O O O O O O O O O O O O O O O O O O O I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Linear forms condition,"\label{def:Z-lfc}
  A nonnegative function $\nu = \nu^{(N)} : \mathbb{Z}_N
  \rightarrow \mathbb{R}_{\geq 0}$ is said to obey the
  \emph{$k$-linear forms condition} if one has
  \begin{equation}
    \label{eq:Z-lfc}
    \EE \Bigl[
    \prod_{j=1}^k \prod_{\omega \in \{0,1\}^{[k]\setminus\{j\}}} \nu
    \Bigl( \sum_{i=1}^k (i-j) x_i^{(\omega_i)} \Bigr)^{n_{j,\omega}}
    \Big\vert
    x_1^{(0)}, x_1^{(1)}, \dots, x_k^{(0)},x_k^{(1)} \in \ZZ_N
    \Bigr]  = 1 + o(1)
  \end{equation}
  for any choices of exponents $n_{j,\omega} \in \{0,1\}$.",/home/shufan/que_tex/1305.5440.tex,definition[],"
  A nonnegative function ν = ν^(N) : ℤ_N
  →ℝ_≥ 0 is said to obey the
  k-linear forms condition if one has
  
    [
        ∏_j=1^k ∏_ω∈{0,1}^[k]∖{j}ν( ∑_i=1^k (i-j) x_i^(ω_i))^n_j,ω|
        x_1^(0), x_1^(1), …, x_k^(0),x_k^(1)∈_N
        ]  = 1 + o(1)

  for any choices of exponents n_j,ω∈{0,1}.",Linear forms condition,"
  A nonnegative function ν = ν^(N) : ℤ_N
  →ℝ_≥ 0 is said to obey the
  k-B_MATH_TERM I_MATH_TERM I_MATH_TERM if one has
  
    [
        ∏_j=1^k ∏_ω∈{0,1}^[k]∖{j}ν( ∑_i=1^k (i-j) x_i^(ω_i))^n_j,ω|
        x_1^(0), x_1^(1), …, x_k^(0),x_k^(1)∈_N
        ]  = 1 + o(1)

  for any choices of exponents n_j,ω∈{0,1}.",O O O O O O O O O O O O O O O O I_MATH_TERM I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O
volume regular," 
Let $G=(V, \W)$  be weighted graph with $\Vol (V) =1$.
The disjoint pair $(A,B)$ is
$\alpha$-\textit{volume regular}
 if for all $X\subset A$, $Y\subset B$ 
%satisfying $\Vol (X) \ge \alpha \Vol (A)$, $\Vol (Y) \ge \alpha \Vol (B)$ 
we have
\begin{equation}\label{jeles}
| w (X, Y) -\rho (A,B) \Vol (X) \Vol (Y)| \le \alpha \sqrt{\Vol (A) \Vol (B)} ,
\end{equation}
where $\rho (A,B) =\frac{e(A,B)}{ \Vol (A) \Vol (B)}$ is the relative
inter-cluster density of $(A,B)$. 
",/home/shufan/que_tex/1101.5926.tex,definition + \textit{}," 
Let G=(V, )  be weighted graph with (V) =1.
The disjoint pair (A,B) is
α-volume regular
 if for all X⊂ A, Y⊂ B 

we have

    | w (X, Y) -ρ (A,B)  (X)  (Y)| ≤α√( (A)  (B)) ,

where ρ (A,B) =e(A,B)/ (A)  (B) is the relative
inter-cluster density of (A,B). 
",volume regular," 
Let G=(V, )  be weighted graph with (V) =1.
The disjoint pair (A,B) is
α-B_MATH_TERM I_MATH_TERM
 if for all X⊂ A, Y⊂ B 

we have

    | w (X, Y) -ρ (A,B)  (X)  (Y)| ≤α√( (A)  (B)) ,

where ρ (A,B) =e(A,B)/ (A)  (B) is the relative
inter-cluster density of (A,B). 
",O O O O O O O O O O O O O O O I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Absorbing Property,"Let $G$ be a graph on $n$ vertices.
\begin{enumerate}
\item We say $G$ has the $(2\ell,\alpha)$-vertex-absorbing property if for all $v\in V(G)$ there exists $2i\leq 2\ell$ such that $v$ is contained in at least $(\alpha n)^{2i}$ cycles of length $2i+1$.

\item We say that $G$ has the $(4\ell,\alpha)$-pair-absorbing property if $G$ contains a spanning bipartite subgraph $H=G[X,Y]$ such that for all $x\in X$ and $y\in Y$ there exists $4i\leq 4\ell$ such that there are at least $(\alpha n)^{4i}$ cycles of length $4i+2$ in $H$ containing $x$ and $y$ in which $x$ and $y$ are at distance $2i+1$ on the cycle (in other words there are $2i$ internal vertices between $x$ and $y$ in either direction on the cycle).
\end{enumerate}",/home/shufan/que_tex/2colorCycles_arXiv_090116.tex,definition[],"Let G be a graph on n vertices.


  * We say G has the (2ℓ,α)-vertex-absorbing property if for all v∈ V(G) there exists 2i≤ 2ℓ such that v is contained in at least (α n)^2i cycles of length 2i+1.


  * We say that G has the (4ℓ,α)-pair-absorbing property if G contains a spanning bipartite subgraph H=G[X,Y] such that for all x∈ X and y∈ Y there exists 4i≤ 4ℓ such that there are at least (α n)^4i cycles of length 4i+2 in H containing x and y in which x and y are at distance 2i+1 on the cycle (in other words there are 2i internal vertices between x and y in either direction on the cycle).
",Absorbing Property,"Let G be a graph on n vertices.


  * We say G has the (2ℓ,α)-vertex-B_MATH_TERM I_MATH_TERM if for all v∈ V(G) there exists 2i≤ 2ℓ such that v is contained in at least (α n)^2i cycles of length 2i+1.


  * We say that G has the (4ℓ,α)-pair-B_MATH_TERM I_MATH_TERM if G contains a spanning bipartite subgraph H=G[X,Y] such that for all x∈ X and y∈ Y there exists 4i≤ 4ℓ such that there are at least (α n)^4i cycles of length 4i+2 in H containing x and y in which x and y are at distance 2i+1 on the cycle (in other words there are 2i internal vertices between x and y in either direction on the cycle).
",O O O O O O O O O O O O O O O I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
