term,def,file_name,extraction_rule,plain_text_def,plain_text_term,masked_plain_text_def,labeled_def
\ move,"
\label{R2} Suppose $G$ is a marked graph with two vertices $v$ and $w$, $v$
looped and $w$ not looped. Then any of the following is an $\Omega
.2$\emph{\ move} , and so is the inverse transformation.

(a) Suppose $v$ and $w$ are both unmarked, and they have the same neighbors
outside $\{v$, $w\}$. Replace $G$ with $G-v-w$.

(b) Suppose $v$ is marked $c$, $w$ is unmarked, $v$ is the only neighbor of
$w$, and $z\notin\{v$, $w\}$ is a neighbor of $v$. Replace $G$ with
$G_{cru}^{vz}-v-w$.

(c) Suppose $v$ is marked $c$, $w$ is unmarked, $v$ and $w$ have the same
neighbors outside $\{v$, $w\}$, and $z\notin\{v$, $w\}$ is a neighbor of $v$
and $w$. Replace $G$ with $G_{cru}^{vz}-v-w$.

(d) Suppose $v$ is marked $c$, $w$ is unmarked, $v$ is the only neighbor of
$w$, and $w$ is the only neighbor of $v$. Replace $G$ with $G^{+}-v-w$, where
$G^{+}$ is obtained from $G$ by adjoining a free loop.
",/home/shufan/que_tex/bpg4.tex,definition + \emph{},"
 Suppose G is a marked graph with two vertices v and w, v
looped and w not looped. Then any of the following is an Ω
.2 move , and so is the inverse transformation.

(a) Suppose v and w are both unmarked, and they have the same neighbors
outside {v, w}. Replace G with G-v-w.

(b) Suppose v is marked c, w is unmarked, v is the only neighbor of
w, and z∉{v, w} is a neighbor of v. Replace G with
G_cru^vz-v-w.

(c) Suppose v is marked c, w is unmarked, v and w have the same
neighbors outside {v, w}, and z∉{v, w} is a neighbor of v
and w. Replace G with G_cru^vz-v-w.

(d) Suppose v is marked c, w is unmarked, v is the only neighbor of
w, and w is the only neighbor of v. Replace G with G^+-v-w, where
G^+ is obtained from G by adjoining a free loop.
", move,"
 Suppose G is a marked graph with two vertices v and w, v
looped and w not looped. Then any of the following is an Ω
.2B_MATH_TERM I_MATH_TERM , and so is the inverse transformation.

(a) Suppose v and w are both unmarked, and they have the same neighbors
outside {v, w}. Replace G with G-v-w.

(b) Suppose v is marked c, w is unmarked, v is the only neighbor of
w, and z∉{v, w} is a neighbor of v. Replace G with
G_cru^vz-v-w.

(c) Suppose v is marked c, w is unmarked, v and w have the same
neighbors outside {v, w}, and z∉{v, w} is a neighbor of v
and w. Replace G with G_cru^vz-v-w.

(d) Suppose v is marked c, w is unmarked, v is the only neighbor of
w, and w is the only neighbor of v. Replace G with G^+-v-w, where
G^+ is obtained from G by adjoining a free loop.
",O O O O O O O O O O O O O O O O O O O O O O O O O O O I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
\ marked-graph Jones polynomial,"
\label{Jones} The\emph{\ marked-graph Jones polynomial} of a graph with $\ell$
looped vertices and $n-\ell$ unlooped vertices is%
\[
V_{G}(t)=(-1)^{n}\cdot t^{(3n-6\ell)/4}\cdot\left\langle G\right\rangle
(t^{-1/4}).
\]

",/home/shufan/que_tex/bpg4.tex,definition + \emph{},"
 The marked-graph Jones polynomial of a graph with ℓ
looped vertices and n-ℓ unlooped vertices is

    V_G(t)=(-1)^n· t^(3n-6ℓ)/4·⟨ G⟩
    (t^-1/4).


", marked-graph Jones polynomial,"
 TheB_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM of a graph with ℓ
looped vertices and n-ℓ unlooped vertices is

    V_G(t)=(-1)^n· t^(3n-6ℓ)/4·⟨ G⟩
    (t^-1/4).


",O I_MATH_TERM I_MATH_TERM I_MATH_TERM O O O O O O O O O O O O O O O O
saturating,"
\label{def1_usual satur}

 A point set $S\subseteq\PG(N,q)$ is
$\rho$-\emph{saturating} if any of the following equivalent properties holds:

\textbf{(i)} For any point $A$ of\/ $\PG(N,q)\setminus S$
there exist $\rho+1$ points in $S$ generating a subspace of $\PG(N,q)$ containing
$A$, and $\rho$ is the smallest value with this property.

\textbf{(ii)} Every
point $A\in\PG(N,q)$ (in homogeneous coordinates) can be written as a linear combination of at most $\rho+1$ points of $S$, and $\rho$ is the smallest value with this property (cf. Definition~\ref{Def1_CoverRad}(ii)).
",/home/shufan/que_tex/1808.09301.tex,definition + \emph{},"


 A point set S⊆(N,q) is
ρ-saturating if any of the following equivalent properties holds:

(i) For any point A of (N,q)∖ S
there exist ρ+1 points in S generating a subspace of (N,q) containing
A, and ρ is the smallest value with this property.

(ii) Every
point A∈(N,q) (in homogeneous coordinates) can be written as a linear combination of at most ρ+1 points of S, and ρ is the smallest value with this property (cf. Definition <ref>(ii)).
",saturating,"


 A point set S⊆(N,q) is
ρ-B_MATH_TERM if any of the following equivalent properties holds:

(i) For any point A of (N,q)∖ S
there exist ρ+1 points in S generating a subspace of (N,q) containing
A, and ρ is the smallest value with this property.

(ii) Every
point A∈(N,q) (in homogeneous coordinates) can be written as a linear combination of at most ρ+1 points of S, and ρ is the smallest value with this property (cf. Definition <ref>(ii)).
",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
special,"We say that a quadratic average $Q$ with base $(B'',q)$ is $(\e,m)$-\emph{special} if the following holds.
There exist at most $m$ elements $x_{1}, \dots, x_{m} \in \Z_{N}$ such that for all but at most $\e N$ points $x\in \Z_{N}$ the restriction of $Q$ to $x+B''$ 
is equal to the restriction of $\omega^{q_{i}}$ to $x+B''$, where $q_{i}(x)=q(x-x_{i})$. 
",/home/shufan/que_tex/1002.2210.tex,definition + \emph{},"We say that a quadratic average Q with base (B”,q) is (,m)-special if the following holds.
There exist at most m elements x_1, …, x_m∈_N such that for all but at most N points x∈_N the restriction of Q to x+B” 
is equal to the restriction of ω^q_i to x+B”, where q_i(x)=q(x-x_i). 
",special,"We say that a quadratic average Q with base (B”,q) is (,m)-B_MATH_TERM if the following holds.
There exist at most m elements x_1, …, x_m∈_N such that for all but at most N points x∈_N the restriction of Q to x+B” 
is equal to the restriction of ω^q_i to x+B”, where q_i(x)=q(x-x_i). 
",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
central in," Let $(X_\rho)$ be a Bourgain system and let $0<\sigma<\rho\leq 1$.
We shall say that $X_\sigma$ is $\e$-\emph{central in} $X_\rho$ and write 
$X_\sigma\prec_\e X_\rho$ if both $X_\rho$ and $X_\sigma$ are regular sets,
and $\sigma\in[\e\rho/400d,\e\rho/200d]$.
",/home/shufan/que_tex/1002.2210.tex,definition + \emph{}," Let (X_ρ) be a Bourgain system and let 0<σ<ρ≤ 1.
We shall say that X_σ is -central in X_ρ and write 
X_σ≺_ X_ρ if both X_ρ and X_σ are regular sets,
and σ∈[ρ/400d,ρ/200d].
",central in," Let (X_ρ) be a Bourgain system and let 0<σ<ρ≤ 1.
We shall say that X_σ is -B_MATH_TERM I_MATH_TERM X_ρ and write 
X_σ≺_ X_ρ if both X_ρ and X_σ are regular sets,
and σ∈[ρ/400d,ρ/200d].
",O O O O O O O O O O O O O O O O O I_MATH_TERM O O O O O O O O O O O O O O O
"Fibonacci weight,","
Let $G^\rightarrow$ be a simple directed graph on $n \geq 2$ vertices with each vertex carrying its $\pm$\emph{Fibonacci weight,} $f^\pm_i.$ For the function $f(x) = mx +c, x \in \Bbb R$ and $m, c \in \Bbb Z$ we define the Khazamula irregularity as:\\ \\
$irr_k(G^\rightarrow) =\sum\limits_{i=1}^{n}|\int_{f^\pm_i}^{d(v^h_i)}f(x)dx|.$
",/home/shufan/que_tex/1407.8290.tex,definition + \emph{},"
Let G^→ be a simple directed graph on n ≥ 2 vertices with each vertex carrying its ±Fibonacci weight, f^±_i. For the function f(x) = mx +c, x ∈ R and m, c ∈ Z we define the Khazamula irregularity as:
 

irr_k(G^→) =∑_i=1^n|∫_f^±_i^d(v^h_i)f(x)dx|.
","Fibonacci weight,","
Let G^→ be a simple directed graph on n ≥ 2 vertices with each vertex carrying its ±B_MATH_TERM I_MATH_TERM f^±_i. For the function f(x) = mx +c, x ∈ R and m, c ∈ Z we define the Khazamula irregularity as:
 

irr_k(G^→) =∑_i=1^n|∫_f^±_i^d(v^h_i)f(x)dx|.
",O O O O O O O O O O O O O O O O O O I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O
Regular slice,"Given $\eps, \eps_k > 0$, $r, t_0, t_1 \in \mathbb{N}$, a $k$-graph~$G$ and a $(k-1)$-complex $\J$ on $V(G)$, we call $\J$ a \emph{$(t_0, t_1, \eps, \eps_k, r)$-regular slice for $G$} if $\J$ is $(t_0, t_1, \eps)$-equitable and $G$ is $(\eps_k, r)$-regular with respect to all but at most $\eps_k \binom{t}{k}$ of the $k$-sets of clusters of $\J$, where $t$ is the number of clusters of~$\J$.",/home/shufan/que_tex/C3sTiling-170127.tex,definition[],"Given , _k > 0, r, t_0, t_1 ∈ℕ, a k-graph G and a (k-1)-complex  on V(G), we call  a (t_0, t_1, , _k, r)-regular slice for G if  is (t_0, t_1, )-equitable and G is (_k, r)-regular with respect to all but at most _k tk of the k-sets of clusters of , where t is the number of clusters of .",Regular slice,"Given , _k > 0, r, t_0, t_1 ∈ℕ, a k-graph G and a (k-1)-complex  on V(G), we call  a (t_0, t_1, , _k, r)-B_MATH_TERM I_MATH_TERM for G if  is (t_0, t_1, )-equitable and G is (_k, r)-regular with respect to all but at most _k tk of the k-sets of clusters of , where t is the number of clusters of .",O O O O O O O O O O O O O O O O O O O O O O O O O I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Linear forms condition,"\label{def:Z-lfc}
  A nonnegative function $\nu = \nu^{(N)} : \mathbb{Z}_N
  \rightarrow \mathbb{R}_{\geq 0}$ is said to obey the
  \emph{$k$-linear forms condition} if one has
  \begin{equation}
    \label{eq:Z-lfc}
    \EE \Bigl[
    \prod_{j=1}^k \prod_{\omega \in \{0,1\}^{[k]\setminus\{j\}}} \nu
    \Bigl( \sum_{i=1}^k (i-j) x_i^{(\omega_i)} \Bigr)^{n_{j,\omega}}
    \Big\vert
    x_1^{(0)}, x_1^{(1)}, \dots, x_k^{(0)},x_k^{(1)} \in \ZZ_N
    \Bigr]  = 1 + o(1)
  \end{equation}
  for any choices of exponents $n_{j,\omega} \in \{0,1\}$.",/home/shufan/que_tex/1305.5440.tex,definition[],"
  A nonnegative function ν = ν^(N) : ℤ_N
  →ℝ_≥ 0 is said to obey the
  k-linear forms condition if one has
  
    [
        ∏_j=1^k ∏_ω∈{0,1}^[k]∖{j}ν( ∑_i=1^k (i-j) x_i^(ω_i))^n_j,ω|
        x_1^(0), x_1^(1), …, x_k^(0),x_k^(1)∈_N
        ]  = 1 + o(1)

  for any choices of exponents n_j,ω∈{0,1}.",Linear forms condition,"
  A nonnegative function ν = ν^(N) : ℤ_N
  →ℝ_≥ 0 is said to obey the
  k-B_MATH_TERM I_MATH_TERM I_MATH_TERM if one has
  
    [
        ∏_j=1^k ∏_ω∈{0,1}^[k]∖{j}ν( ∑_i=1^k (i-j) x_i^(ω_i))^n_j,ω|
        x_1^(0), x_1^(1), …, x_k^(0),x_k^(1)∈_N
        ]  = 1 + o(1)

  for any choices of exponents n_j,ω∈{0,1}.",O O O O O O O O O O O O O O O O I_MATH_TERM I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O
$d$-successor,"Let $\mu  = (\mu_1,\,\dots,\,\mu_r) \models n$ and let $d\in\N$. The $d$-successors of $\mu$
are the elements of the set
\[
	N(\mu,d) := \{\; \la=(\la_1,\,\dots,\,\la_s)\models n+1 \mid \abs{\la_i-\mu_i}\le d\quad 1\le i \le s \;\}
\]",/home/shufan/que_tex/maxdegreecomp-arXiv.tex,definition[],"Let μ  = (μ_1, …, μ_r)  n and let d∈. The d-successors of μ
are the elements of the set

    N(μ,d) := { =(_1, …, _s) n+1 |_i-μ_i≤ d   1≤ i ≤ s  }
",d-successor,"Let μ  = (μ_1, …, μ_r)  n and let d∈. The B_MATH_TERMs of μ
are the elements of the set

    N(μ,d) := { =(_1, …, _s) n+1 |_i-μ_i≤ d   1≤ i ≤ s  }
",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
volume regular," 
Let $G=(V, \W)$  be weighted graph with $\Vol (V) =1$.
The disjoint pair $(A,B)$ is
$\alpha$-\textit{volume regular}
 if for all $X\subset A$, $Y\subset B$ 
%satisfying $\Vol (X) \ge \alpha \Vol (A)$, $\Vol (Y) \ge \alpha \Vol (B)$ 
we have
\begin{equation}\label{jeles}
| w (X, Y) -\rho (A,B) \Vol (X) \Vol (Y)| \le \alpha \sqrt{\Vol (A) \Vol (B)} ,
\end{equation}
where $\rho (A,B) =\frac{e(A,B)}{ \Vol (A) \Vol (B)}$ is the relative
inter-cluster density of $(A,B)$. 
",/home/shufan/que_tex/1101.5926.tex,definition + \textit{}," 
Let G=(V, )  be weighted graph with (V) =1.
The disjoint pair (A,B) is
α-volume regular
 if for all X⊂ A, Y⊂ B 

we have

    | w (X, Y) -ρ (A,B)  (X)  (Y)| ≤α√( (A)  (B)) ,

where ρ (A,B) =e(A,B)/ (A)  (B) is the relative
inter-cluster density of (A,B). 
",volume regular," 
Let G=(V, )  be weighted graph with (V) =1.
The disjoint pair (A,B) is
α-B_MATH_TERM I_MATH_TERM
 if for all X⊂ A, Y⊂ B 

we have

    | w (X, Y) -ρ (A,B)  (X)  (Y)| ≤α√( (A)  (B)) ,

where ρ (A,B) =e(A,B)/ (A)  (B) is the relative
inter-cluster density of (A,B). 
",O O O O O O O O O O O O O O O I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Absorbing Property,"Let $G$ be a graph on $n$ vertices.
\begin{enumerate}
\item We say $G$ has the $(2\ell,\alpha)$-vertex-absorbing property if for all $v\in V(G)$ there exists $2i\leq 2\ell$ such that $v$ is contained in at least $(\alpha n)^{2i}$ cycles of length $2i+1$.

\item We say that $G$ has the $(4\ell,\alpha)$-pair-absorbing property if $G$ contains a spanning bipartite subgraph $H=G[X,Y]$ such that for all $x\in X$ and $y\in Y$ there exists $4i\leq 4\ell$ such that there are at least $(\alpha n)^{4i}$ cycles of length $4i+2$ in $H$ containing $x$ and $y$ in which $x$ and $y$ are at distance $2i+1$ on the cycle (in other words there are $2i$ internal vertices between $x$ and $y$ in either direction on the cycle).
\end{enumerate}",/home/shufan/que_tex/2colorCycles_arXiv_090116.tex,definition[],"Let G be a graph on n vertices.


  * We say G has the (2ℓ,α)-vertex-absorbing property if for all v∈ V(G) there exists 2i≤ 2ℓ such that v is contained in at least (α n)^2i cycles of length 2i+1.


  * We say that G has the (4ℓ,α)-pair-absorbing property if G contains a spanning bipartite subgraph H=G[X,Y] such that for all x∈ X and y∈ Y there exists 4i≤ 4ℓ such that there are at least (α n)^4i cycles of length 4i+2 in H containing x and y in which x and y are at distance 2i+1 on the cycle (in other words there are 2i internal vertices between x and y in either direction on the cycle).
",Absorbing Property,"Let G be a graph on n vertices.


  * We say G has the (2ℓ,α)-vertex-B_MATH_TERM I_MATH_TERM if for all v∈ V(G) there exists 2i≤ 2ℓ such that v is contained in at least (α n)^2i cycles of length 2i+1.


  * We say that G has the (4ℓ,α)-pair-B_MATH_TERM I_MATH_TERM if G contains a spanning bipartite subgraph H=G[X,Y] such that for all x∈ X and y∈ Y there exists 4i≤ 4ℓ such that there are at least (α n)^4i cycles of length 4i+2 in H containing x and y in which x and y are at distance 2i+1 on the cycle (in other words there are 2i internal vertices between x and y in either direction on the cycle).
",O O O O O O O O O O O O O O O I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
split;split;split;split;split,"\label{def:parsplit}
	Let $\mathcal{A}=(Q,\Sigma)$ be a CNFA. Fix $q_{\textit{split}}\in Q, a\in\Sigma$ and denote the set $q_{\textit{split}}a$ by $\left\{q_1,\ldots,q_m \right\}$. Define new symbols $a_1,\ldots, a_m$ on $Q$ as follows:
	$$
	q_{\textit{split}}a_i := q_i, \quad\textrm{and}\quad qa_i := qa\quad\textrm{for\ }q\neq q_{\textit{split}}, 
	$$
	and a new alphabet $\Gamma = \left\{a_1,\ldots,a_m\right\}\cup( \Sigma\setminus\left\{a\right\}).$ The CNFA $(Q,\Gamma)$ will be denoted
	$\spl(\mathcal{A},q_{\textit{split}},a)$.
",/home/shufan/que_tex/SynchronizingNFA.tex,definition + \textit{},"
	Let 𝒜=(Q,Σ) be a CNFA. Fix q_split∈ Q, a∈Σ and denote the set q_splita by {q_1,…,q_m }. Define new symbols a_1,…, a_m on Q as follows:
	
    q_splita_i := q_i,   and   qa_i := qa  for q≠ q_split,

	and a new alphabet Γ = {a_1,…,a_m}∪( Σ∖{a}). The CNFA (Q,Γ) will be denoted
	(𝒜,q_split,a).
",split;split;split;split;split,"
	Let 𝒜=(Q,Σ) be a CNFA. Fix q_B_MATH_TERM∈ Q, a∈Σ and denote the set q_B_MATH_TERMa by {q_1,…,q_m }. Define new symbols a_1,…, a_m on Q as follows:
	
    q_B_MATH_TERMa_i := q_i,   and   qa_i := qa  for q≠ q_B_MATH_TERM,

	and a new alphabet Γ = {a_1,…,a_m}∪( Σ∖{a}). The CNFA (Q,Γ) will be denoted
	(𝒜,q_B_MATH_TERM,a).
",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Approximate group,"\label{approx-gp-def}
Suppose that $A$ is a finite subset of some ambient group and that $K \geq 1$ is a parameter. Then we say that $A$ is a $K$-approximate group if it is symmetric (that is, if $a \in A$ then $a^{-1} \in A$, and the identity lies in $A$) and if there is a set $X$ in the ambient group with $|X| \leq K$ and such that $A\cdot A \subseteq X \cdot A$.",/home/shufan/que_tex/green-ceb-2010.tex,definition[],"
Suppose that A is a finite subset of some ambient group and that K ≥ 1 is a parameter. Then we say that A is a K-approximate group if it is symmetric (that is, if a ∈ A then a^-1∈ A, and the identity lies in A) and if there is a set X in the ambient group with |X| ≤ K and such that A· A ⊆ X · A.",Approximate group,"
Suppose that A is a finite subset of some ambient group and that K ≥ 1 is a parameter. Then we say that A is a K-B_MATH_TERM I_MATH_TERM if it is symmetric (that is, if a ∈ A then a^-1∈ A, and the identity lies in A) and if there is a set X in the ambient group with |X| ≤ K and such that A· A ⊆ X · A.",O O O O O O O O O O O O O O O O O O O O O O O O O O O I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
-permutative,"\cite{MAR}
Let $\varphi \in \mathcal{S}_{n}$ and the $n$-tuple $\mathbf{\tau }=\left(
id,\varphi ,\varphi ^{1},\ldots ,\varphi ^{n-1}\right) \in \left(
\mathcal{S}_{n}\right) ^{n}.$ Then a $\mathbf{\tau }$-permutative matrix is called $
\varphi $\textit{-permutative} .
",/home/shufan/que_tex/1708.07397.tex,definition + \textit{},"<cit.>
Let φ∈𝒮_n and the n-tuple τ=(
id,φ ,φ ^1,… ,φ ^n-1) ∈(
𝒮_n) ^n. Then a τ-permutative matrix is called φ-permutative .
",-permutative,"<cit.>
Let φ∈𝒮_n and the n-tuple τ=(
id,φ ,φ ^1,… ,φ ^n-1) ∈(
𝒮_n) ^n. Then a τ-permutative matrix is called φB_MATH_TERM .
",O O O O O O O O O O O O O O O O O O O O O O O
harmonic," Let $G$ be a group. 
An $n$-tuple of positive integers $(a_1$,...,$a_n)$ is called $G$-\textit{harmonic}
if there exist subgroups $U_1,...,U_n$ of $G$ and $g_1$,...,$g_n\in G$
such that the cosets $g_1U_1,...,g_nU_n$ have pairwise trivial intersection and $[G:U_i]=a_i$  for any $1\leq i\leq n$.
",/home/shufan/que_tex/HS_MS6.tex,definition + \textit{}," Let G be a group. 
An n-tuple of positive integers (a_1,...,a_n) is called G-harmonic
if there exist subgroups U_1,...,U_n of G and g_1,...,g_n∈ G
such that the cosets g_1U_1,...,g_nU_n have pairwise trivial intersection and [G:U_i]=a_i  for any 1≤ i≤ n.
",harmonic," Let G be a group. 
An n-tuple of positive integers (a_1,...,a_n) is called G-B_MATH_TERM
if there exist subgroups U_1,...,U_n of G and g_1,...,g_n∈ G
such that the cosets g_1U_1,...,g_nU_n have pairwise trivial intersection and [G:U_i]=a_i  for any 1≤ i≤ n.
",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"$(k,\ell)$-cycle","\label{k-ellCycle}
  Fix some $0\le \ell\le k-1$. In a $k$-uniform hypergraph $\Hhyp nk$ the cyclically ordered vertices $a_1,\dots,a_t$ and the hyperedges $E_1,\dots,E_t$ form a $(k,\ell)$-cycle, if the vertices of $E_i$ are cyclically consecutive (form a segment), and $|E_i\cap E_{i+1}|=\ell$, for $i=1,\dots,t$. (Here $E_{t+1}:=E_1$).

  If $\ell=1$, that we call a \Sc loose cycle, (or \Sc linear cycle) and if $\ell=k-1$ that is the \Sc tight cycle.",/home/shufan/que_tex/SimSze9.tex,definition[],"
  Fix some 0≤ℓ≤ k-1. In a k-uniform hypergraph nk the cyclically ordered vertices a_1,…,a_t and the hyperedges E_1,…,E_t form a (k,ℓ)-cycle, if the vertices of E_i are cyclically consecutive (form a segment), and |E_i∩ E_i+1|=ℓ, for i=1,…,t. (Here E_t+1:=E_1).

  If ℓ=1, that we call a loose cycle, (or linear cycle) and if ℓ=k-1 that is the tight cycle.","(k,ℓ)-cycle","
  Fix some 0≤ℓ≤ k-1. In a k-uniform hypergraph nk the cyclically ordered vertices a_1,…,a_t and the hyperedges E_1,…,E_t form a B_MATH_TERM, if the vertices of E_i are cyclically consecutive (form a segment), and |E_i∩ E_i+1|=ℓ, for i=1,…,t. (Here E_t+1:=E_1).

  If ℓ=1, that we call a loose cycle, (or linear cycle) and if ℓ=k-1 that is the tight cycle.",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
complex,"A \emph{$k$-complex} $(k \ge 2)$ is a $k$-partite hypergraph $P$ of rank $k-1$ where $P^{(r)} \sub \K(P^{(r-1)})$ for every $2 \le r \le k-1$.%\footnote{I.e., $e \in P$ implies $e' \in P$ for every $e' \sub e$ with $|e'| \ge 2$.}
	%\footnote{RS (Dfn 3) more generally define $(\ell,h)$-complex $P$ where $P$ is an $\ell$-partite $h$-graph for any $\ell \ge h$, and moreover, $P$ is instead represented as a collection of uniform hypergraphs (in our notation, $\{P^{(i)}\}_{i=1}^{h}$).}",/home/shufan/que_tex/1804.05513.tex,definition[],"A k-complex (k ≥ 2) is a k-partite hypergraph P of rank k-1 where P^(r)(P^(r-1)) for every 2 ≤ r ≤ k-1.
	",complex,"A k-B_MATH_TERM (k ≥ 2) is a k-partite hypergraph P of rank k-1 where P^(r)(P^(r-1)) for every 2 ≤ r ≤ k-1.
	",O O O O O O O O O O O O O O O O O O O O O O
complex,"A \emph{$k$-complex} $(k \ge 2)$ is a $k$-partite hypergraph $P$ of rank $k-1$ where $P^{(r)} \sub \K(P^{(r-1)})$ for every $2 \le r \le k-1$.\footnote{I.e., $e \in P$ implies $e' \in P$ for every $e' \sub e$ with $|e'| \ge 2$.}
	\footnote{RS (Dfn 3) more generally define $(\ell,h)$-complex $P$ where $P$ is an
		$\ell$-partite $h$-graph for any $\ell \ge h$, and moreover, $P$ is instead represented as a collection of uniform hypergraphs (in our notation, $\{P^{(i)}\}_{i=1}^{h}$).}
	%(I.e., where $P^{(i)} \sub \K(P^{(i-1)})$ for every $2 \le i \le k-1$.)
	%	A \emph{$k$-polyad} is a $k$-partite $(k-1)$-graph of the form $P^{(k-1)}$ where $P$ is a $k$-complex.
	%	
	%	The $(k-1)$-graph $P^{(k-1)}$ is called a \emph{$k$-polyad} .
	%		
	%	A \emph{$k$-polyad} is a uniform $k$-complex.\footnote{So a $k$-polyad is, in particular, a $k$-partite $(k-1)$-graph.}
	%	
	%	A \emph{$k^+$-polyad} is a $k$-partite hypergraph of rank $k-1$ where $P^{(i)} \sub \K(P^{(i-1)})$ for every $2 \le i \le k-1$.	
	%	A \emph{$k$-polyad} is a uniform $k^+$-polyad.\footnote{I.e.,  $k$-polyad is a $k$-partite $(k-1)$-graph.}
	%	
	%	A \emph{polyad} is a hypergraph where $P^{(i)} \sub \K(P^{(i-1)})$ for every $2 \le i \le k-1$.	
	%	A polyad is a \emph{$k$-polyad} if it is $k$-partite and $(k-1)$-uniform.
	%	
	%	A \emph{$k$-polyad} is a $k$-partite hypergraph $P$ of rank $k-1$ where $P^{(i)} \sub \K(P^{(i-1)})$ for every $2 \le i \le k-1$.	
	%	A \emph{$k$-ad} is a $k$-uniform $k$-polyad.
	%	
	%	A \emph{$k$-polyad} is a $k$-partite hypergraph $P$ of rank $k-1$ where $P^{(i)} \sub \K(P^{(i-1)})$ for every $2 \le i \le k-1$.",/home/shufan/que_tex/1804.05513.tex,definition[],"A k-complex (k ≥ 2) is a k-partite hypergraph P of rank k-1 where P^(r)(P^(r-1)) for every 2 ≤ r ≤ k-1.[I.e., e ∈ P implies e' ∈ P for every e'  e with |e'| ≥ 2.]
	[RS (Dfn 3) more generally define (ℓ,h)-complex P where P is an
		ℓ-partite h-graph for any ℓ≥ h, and moreover, P is instead represented as a collection of uniform hypergraphs (in our notation, {P^(i)}_i=1^h).]
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	",complex,"A k-B_MATH_TERM (k ≥ 2) is a k-partite hypergraph P of rank k-1 where P^(r)(P^(r-1)) for every 2 ≤ r ≤ k-1.[I.e., e ∈ P implies e' ∈ P for every e'  e with |e'| ≥ 2.]
	[RS (Dfn 3) more generally define (ℓ,h)-B_MATH_TERM P where P is an
		ℓ-partite h-graph for any ℓ≥ h, and moreover, P is instead represented as a collection of uniform hypergraphs (in our notation, {P^(i)}_i=1^h).]
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
