term,def,file_name,extraction_rule,plain_text_def,plain_text_term,masked_plain_text_def,labeled_def
rounds;steps,"\label{def:alg1} {\bf (The 1-by-1 algorithm.)}
The algorithm is divided into \emph{rounds}, indexed by $k$, and each round is divided into \emph{steps}, indexed by $t$. At the start of the $k$th round there is a set $A_k\subset [n]$ of active vertices and a set $D_k\subset [n]$ of discarded vertices. We begin with $A_1=[n]$ and $D_1=\emptyset$. The procedure for the $k$th round is as follows:
\begin{enumerate}
\item At the start of the $t$th step of the $k$th round there is a set $X_k^t=\{x_k^1,\dots,x_k^t\}\subset A_k$ of trial vertices, a set $A_k^t\subset A_k$ of active vertices, and a set $D_k^t\subset A_k$ of discarded vertices. These sets partition $A_k$, so for all $t$, $A_k$ is the disjoint union of $X_k^t$, $A_k^t$ and $D_k^t$. To begin, we have $X_k^0=D_k^0=\emptyset$ and $A_k^0=A_k$. %, and in general the sets $X_k^t$ and $A_k^t$ % and $D_k^t$
%partition the set $A_k$.
\item For $t=0$, move an arbitrary active vertex to the trial set. That is, set $X_k^1=\{x_k^1\}$, $D_k^1=\emptyset$ and $A_k^1=A_k^0\setminus\{x_k^1\}$, % and $D_k^1=\emptyset$,
where $x_k^1\in A_k^0$ is arbitrary.
\item For $t\geq 1$, reveal all edges of $G_1^{(1)}$ (that is, all red edges from the first sprinkling) between $A_k^t$ and $\{x_k^t\}$, and let %\marginal{why not write $xx_k^t$ for the edge throughout, as usual? But it's ok as it is so I've left it.}
\[
R_k^t := \big\{ x\in A_k^t \,:\, xx_k^t\in E_1^{(1)} \big\}.
\]
Then, reveal all edges of $G_2^{(1)}$ (that is, all blue edges from the first sprinkling) between $R_k^t$ and $X_k^t$, and let 
\[
B_k^t := \big\{ x\in R_k^t \,:\, xx_k^s\in E_2^{(1)} \text{ for some } 1\leq s\leq t \big\}.
\]
% look among the vertices in $A_k^t$ for any that are joined to $x_k^t$ by a red edge and to at least one vertex in $X_k^t$ by a blue edge. Let this set be $B_k^t$.
% Then among the vertices of $R_k^t$, keep only those that are joined to at least one vertex in $V_k^t$ by a blue edge. Let this set be $B_k^t$.
\item If $B_k^t\neq\emptyset$, then let $x_k^{t+1}$ be an arbitrary element of $B_k^t$. Then set
\[
X_k^{t+1} := X_k^t \cup \{x_k^{t+1}\}, \quad A_k^{t+1} := A_k^t \setminus R_k^t, \quad \text{and} \quad D_k^{t+1} := D_k^t \cup R_k^t \setminus \{x_k^{t+1}\}.
\]
If $t\geq (\log n)^{3/2}$ then STOP, otherwise set $t:=t+1$ and go to step (3).
\item If $B_k^t=\emptyset$, then set
\[
A_{k+1} := A_k \setminus X_k \qquad \text{and} \qquad D_{k+1} := D_k \cup X_k.
\]
If
\[
k \geq \frac{n}{2(\log n)^{3/2}}
\]
then STOP, otherwise set $k:=k+1$ and $t:=1$, and go to step (1).
\end{enumerate}
",/home/shufan/que_tex/jigsaw.tex,definition + \emph{}," (The 1-by-1 algorithm.)
The algorithm is divided into rounds, indexed by k, and each round is divided into steps, indexed by t. At the start of the kth round there is a set A_k⊂ [n] of active vertices and a set D_k⊂ [n] of discarded vertices. We begin with A_1=[n] and D_1=∅. The procedure for the kth round is as follows:


  * At the start of the tth step of the kth round there is a set X_k^t={x_k^1,…,x_k^t}⊂ A_k of trial vertices, a set A_k^t⊂ A_k of active vertices, and a set D_k^t⊂ A_k of discarded vertices. These sets partition A_k, so for all t, A_k is the disjoint union of X_k^t, A_k^t and D_k^t. To begin, we have X_k^0=D_k^0=∅ and A_k^0=A_k. 


  * For t=0, move an arbitrary active vertex to the trial set. That is, set X_k^1={x_k^1}, D_k^1=∅ and A_k^1=A_k^0∖{x_k^1}, 
where x_k^1∈ A_k^0 is arbitrary.

  * For t≥ 1, reveal all edges of G_1^(1) (that is, all red edges from the first sprinkling) between A_k^t and {x_k^t}, and let 

    R_k^t := { x∈ A_k^t  :  xx_k^t∈ E_1^(1)}.

Then, reveal all edges of G_2^(1) (that is, all blue edges from the first sprinkling) between R_k^t and X_k^t, and let 

    B_k^t := { x∈ R_k^t  :  xx_k^s∈ E_2^(1) for some  1≤ s≤ t }.




  * If B_k^t≠∅, then let x_k^t+1 be an arbitrary element of B_k^t. Then set

    X_k^t+1 := X_k^t ∪{x_k^t+1},    A_k^t+1 := A_k^t ∖ R_k^t,   and   D_k^t+1 := D_k^t ∪ R_k^t ∖{x_k^t+1}.

If t≥ (log n)^3/2 then STOP, otherwise set t:=t+1 and go to step (3).

  * If B_k^t=∅, then set

    A_k+1 := A_k ∖ X_k     and     D_k+1 := D_k ∪ X_k.

If

    k ≥n/2(log n)^3/2

then STOP, otherwise set k:=k+1 and t:=1, and go to step (1).

",rounds;steps," (The 1-by-1 algorithm.)
The algorithm is divided into B_MATH_TERM, indexed by k, and each round is divided into B_MATH_TERM, indexed by t. At the start of the kth round there is a set A_k⊂ [n] of active vertices and a set D_k⊂ [n] of discarded vertices. We begin with A_1=[n] and D_1=∅. The procedure for the kth round is as follows:


  * At the start of the tth step of the kth round there is a set X_k^t={x_k^1,…,x_k^t}⊂ A_k of trial vertices, a set A_k^t⊂ A_k of active vertices, and a set D_k^t⊂ A_k of discarded vertices. These sets partition A_k, so for all t, A_k is the disjoint union of X_k^t, A_k^t and D_k^t. To begin, we have X_k^0=D_k^0=∅ and A_k^0=A_k. 


  * For t=0, move an arbitrary active vertex to the trial set. That is, set X_k^1={x_k^1}, D_k^1=∅ and A_k^1=A_k^0∖{x_k^1}, 
where x_k^1∈ A_k^0 is arbitrary.

  * For t≥ 1, reveal all edges of G_1^(1) (that is, all red edges from the first sprinkling) between A_k^t and {x_k^t}, and let 

    R_k^t := { x∈ A_k^t  :  xx_k^t∈ E_1^(1)}.

Then, reveal all edges of G_2^(1) (that is, all blue edges from the first sprinkling) between R_k^t and X_k^t, and let 

    B_k^t := { x∈ R_k^t  :  xx_k^s∈ E_2^(1) for some  1≤ s≤ t }.




  * If B_k^t≠∅, then let x_k^t+1 be an arbitrary element of B_k^t. Then set

    X_k^t+1 := X_k^t ∪{x_k^t+1},    A_k^t+1 := A_k^t ∖ R_k^t,   and   D_k^t+1 := D_k^t ∪ R_k^t ∖{x_k^t+1}.

If t≥ (log n)^3/2 then STOP, otherwise set t:=t+1 and go to step (3).

  * If B_k^t=∅, then set

    A_k+1 := A_k ∖ X_k     and     D_k+1 := D_k ∪ X_k.

If

    k ≥n/2(log n)^3/2

then STOP, otherwise set k:=k+1 and t:=1, and go to step (1).

",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
special,"
Let $P$ be a reflexive polytope, a facet $F$ of $P$ is called \emph{special}, if the sum of all vertices $v_1,\ldots,v_k$ of $P$ is a point within the cone over the facet $F$, i.e., $\sum_{i=0}^k v_i \in \cone(F)\,$.
",/home/shufan/que_tex/smooth-gorenstein-polytopes-arxiv-v1.tex,definition + \emph{},"
Let P be a reflexive polytope, a facet F of P is called special, if the sum of all vertices v_1,…,v_k of P is a point within the cone over the facet F, i.e., ∑_i=0^k v_i ∈(F).
",special,"
Let P be a reflexive polytope, a facet F of P is called B_MATH_TERM, if the sum of all vertices v_1,…,v_k of P is a point within the cone over the facet F, i.e., ∑_i=0^k v_i ∈(F).
",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
-symmetric ;symmetric,"
\textbf{ }An $r$-matrix $A=\left[  a_{i_{1},\ldots,i_{r}}\right]  $ of order
$n_{1}\times\cdots\times n_{r}$ is called $\left(  j,k\right)  $%
\emph{-symmetric }if $i\neq k,$ $n_{j}=n_{k},$ and $A$ is invariant under the
swap of $i_{j}$ and $i_{k}$.

If $A$ is $\left(  j,k\right)  $-symmetric for every $1\leq j<k\leq r,$ then
it is called \emph{symmetric}. If an $r$-matrix $A$ of order $n_{1}%
\times\cdots\times n_{r}$ is symmetric, then $n_{1}=\cdots=n_{r},$ and $n_{1}$
is called its order.
",/home/shufan/que_tex/1906.10787.tex,definition + \emph{},"
 An r-matrix A=[  a_i_1,…,i_r] of order
n_1×⋯× n_r is called (  j,k)
-symmetric if i≠ k, n_j=n_k, and A is invariant under the
swap of i_j and i_k.

If A is (  j,k)-symmetric for every 1≤ j<k≤ r, then
it is called symmetric. If an r-matrix A of order n_1
×⋯× n_r is symmetric, then n_1=⋯=n_r, and n_1
is called its order.
",-symmetric ;symmetric,"
 An r-matrix A=[  a_i_1,…,i_r] of order
n_1×⋯× n_r is called (  j,k)
B_MATH_TERMif i≠ k, n_j=n_k, and A is invariant under the
swap of i_j and i_k.

If A is (  j,k)-symmetric for every 1≤ j<k≤ r, then
it is called B_MATH_TERM. If an r-matrix A of order n_1
×⋯× n_r is symmetric, then n_1=⋯=n_r, and n_1
is called its order.
",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
aperiodic,"[Definition IV.5 from \cite{FS09}]
  Let $B(z)$ be a function analytic at 0. Then $B$ \emph{admits a
    span} of $d$ if for some $r\in\Nat$,
$$\{n\in \Nat: [z^n] B(z) \neq 0 \} \subseteq r+ d \Nat\enspace.$$
If the largest span that $B(z)$ admits is 1, then $B$ is
\emph{aperiodic}.
",/home/shufan/que_tex/NonRep_arxiv.tex,definition + \emph{},"[Definition IV.5 from <cit.>]
  Let B(z) be a function analytic at 0. Then B admits a
    span of d if for some r∈,

    {n∈: [z^n] B(z) ≠ 0 }⊆ r+ d .

If the largest span that B(z) admits is 1, then B is
aperiodic.
",aperiodic,"[Definition IV.5 from <cit.>]
  Let B(z) be a function analytic at 0. Then B admits a
    span of d if for some r∈,

    {n∈: [z^n] B(z) ≠ 0 }⊆ r+ d .

If the largest span that B(z) admits is 1, then B is
B_MATH_TERM.
",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
v;v;e;e,"\label{thm:dom-eigvec}
Let $\Gamma\in\mathbb{G}$ have weights $0\leq w_{ij}\leq 1$ and let $L$ be the graph Laplacian of $\Gamma$.
Then, $\Gamma$ is a complete dominance graph if and only if there exists a permutation matrix $P$ such that, for $i=1,\ldots,n$, $P\textbf{\emph{v}}_{i}$ is an eigenvector of $L$ for the eigenvalue $(n-i)$, where
\begin{equation}\label{eq:dom-eigvec}
\textbf{\emph{v}}_{i}=\sum_{k=1}^{i}\textbf{\emph{e}}_{k}
\end{equation}
and $\textbf{\emph{e}}_{k}$ is the $k$th standard basis vector of $\mathbb{R}^{n}$.
",/home/shufan/que_tex/1912.00275.tex,theorem + \emph{},"
Let Γ∈𝔾 have weights 0≤ w_ij≤ 1 and let L be the graph Laplacian of Γ.
Then, Γ is a complete dominance graph if and only if there exists a permutation matrix P such that, for i=1,…,n, Pv_i is an eigenvector of L for the eigenvalue (n-i), where

    v_i=∑_k=1^ie_k

and e_k is the kth standard basis vector of ℝ^n.
",v;v;e;e,"
Let Γ∈𝔾 have weights 0≤ w_ij≤ 1 and let L be the graph Laplacian of Γ.
Then, Γ is a complete dominance graph if and only if there exists a permutation matrix P such that, for i=1,…,n, PB_MATH_TERM_i is an eigenvector of L for the eigenvalue (n-i), where

    B_MATH_TERM_i=∑_k=1^iB_MATH_TERM_k

and B_MATH_TERM_k is the kth standard basis vector of ℝ^n.
",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
w;w;x;w;w;x;w;w;w;x,"\label{thm:ding-var}
Let $A$ be a $n\times n$ complex matrix with eigenvalues
\[
\sigma(A)=\left\{\lambda_{1},\lambda_{2},\ldots,\lambda_{n}\right\}.
\]
Furthermore, let $\textbf{\emph{w}}_{1},\ldots,\textbf{\emph{w}}_{k}$ be left eigenvectors for the eigenvalues $\lambda_{1},\ldots,\lambda_{k}$, respectively.
If $\textbf{\emph{x}}\in\mathbb{C}^{n}$ is perpendicular to $\textbf{\emph{w}}_{2},\ldots,\textbf{\emph{w}}_{k}$, then
\[
\sigma(A+\textbf{\emph{x}}(\textbf{\emph{w}}_{1}+\cdots+\textbf{\emph{w}}_{k})^{*})=\left\{\lambda_{1}+\textbf{\emph{w}}_{1}^{*}\textbf{\emph{x}},\lambda_{2},\ldots,\lambda_{n}\right\}.
\]
",/home/shufan/que_tex/1912.00275.tex,theorem + \emph{},"
Let A be a n× n complex matrix with eigenvalues

    σ(A)={λ_1,λ_2,…,λ_n}.

Furthermore, let w_1,…,w_k be left eigenvectors for the eigenvalues λ_1,…,λ_k, respectively.
If x∈ℂ^n is perpendicular to w_2,…,w_k, then

    σ(A+x(w_1+⋯+w_k)^*)={λ_1+w_1^*x,λ_2,…,λ_n}.

",w;w;x;w;w;x;w;w;w;x,"
Let A be a n× n complex matrix with eigenvalues

    σ(A)={λ_1,λ_2,…,λ_n}.

Furthermore, let B_MATH_TERM_1,…,B_MATH_TERM_k be left eigenvectors for the eigenvalues λ_1,…,λ_k, respectively.
If B_MATH_TERM∈ℂ^n is perpendicular to B_MATH_TERM_2,…,B_MATH_TERM_k, then

    σ(A+B_MATH_TERM(B_MATH_TERM_1+⋯+B_MATH_TERM_k)^*)={λ_1+B_MATH_TERM_1^*B_MATH_TERM,λ_2,…,λ_n}.

",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Wilf-equivalent,"
The classes $\Av(A)$ and $\Av(B)$ are \emph{Wilf-equivalent}, written $\Av(A) \we \Av(B)$, if there is a bijection between them that preserves the size of each structure. 
Equivalently, the generating functions $F_A$ of $\Av(A)$ and $F_B$ of $\Av(B)$ are equal.
",/home/shufan/que_tex/1407.8261.tex,definition + \emph{},"
The classes (A) and (B) are Wilf-equivalent, written (A) (B), if there is a bijection between them that preserves the size of each structure. 
Equivalently, the generating functions F_A of (A) and F_B of (B) are equal.
",Wilf-equivalent,"
The classes (A) and (B) are B_MATH_TERM, written (A) (B), if there is a bijection between them that preserves the size of each structure. 
Equivalently, the generating functions F_A of (A) and F_B of (B) are equal.
",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
cohorts,"
\label{de:sim}
The binary relation, $\sim$, on arch systems is the finest equivalence relation that satisfies:
\begin{align}
\label{eq:archOverEquivalence}
 & A \sim B \implies \archOver{A} \sim \archOver{B} \\
\label{eq:substituteAtoms}
 & a \sim b \implies PaQ \sim PbQ \\
\label{eq:commuteAtoms}
 & PabQ \sim PbaQ \\
\label{eq:binaryRotation}
 & a \archOver{bc} \sim \archOver{ab} c .
\end{align}
where $A$, $B$, $P$ and $Q$ denote arbitrary arch systems; and $a$, $b$ and $c$ denote arbitrary atoms or empty arch systems. 
The equivalence classes of $\sim$ will be called \emph{cohorts}.
",/home/shufan/que_tex/1407.8261.tex,definition + \emph{},"

The binary relation, ∼, on arch systems is the finest equivalence relation that satisfies:

    A ∼ B A∼B
        a ∼ b  PaQ ∼ PbQ 
        PabQ ∼ PbaQ 
        a bc∼ab c .

where A, B, P and Q denote arbitrary arch systems; and a, b and c denote arbitrary atoms or empty arch systems. 
The equivalence classes of ∼ will be called cohorts.
",cohorts,"

The binary relation, ∼, on arch systems is the finest equivalence relation that satisfies:

    A ∼ B A∼B
        a ∼ b  PaQ ∼ PbQ 
        PabQ ∼ PbaQ 
        a bc∼ab c .

where A, B, P and Q denote arbitrary arch systems; and a, b and c denote arbitrary atoms or empty arch systems. 
The equivalence classes of ∼ will be called B_MATH_TERM.
",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
 is a dominating sequence of $G$,"
\label{thm:lex}
Let $G$ and $H$ be graphs. Then $$\gamma_{gr}(G\circ H)= \max\{a(D)(\gamma_{gr}(H)-1)+|\widehat{D}|\,;\,D\textit{ is a dominating sequence of $G$}\}.$$
",/home/shufan/que_tex/1607.00248.tex,theorem + \textit{},"

Let G and H be graphs. Then 
    γ_gr(G∘ H)= max{a(D)(γ_gr(H)-1)+|D| ; D is a dominating sequence of G}.

", is a dominating sequence of G,"

Let G and H be graphs. Then 
    γ_gr(G∘ H)= max{a(D)(γ_gr(H)-1)+|D| ; DB_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM}.

",O O O O O O O O O O O O I_MATH_TERM I_MATH_TERM I_MATH_TERM I_MATH_TERM O
rank,"
	We define the \emph{rank}, $\rk_L a$ of an element $a \in L$ as
	\[ \rk_L a \defa \#\set{b \in L \with b \text{ join-irreducible, } b \leq a} \]
",/home/shufan/que_tex/MaximalLatticesV9.tex,definition + \emph{},"
	We define the rank, _L a of an element a ∈ L as
	
    _L a #b ∈ L  b  join-irreducible,  b ≤ a

",rank,"
	We define the B_MATH_TERM, _L a of an element a ∈ L as
	
    _L a #b ∈ L  b  join-irreducible,  b ≤ a

",O O O O O O O O O O O O O O O O O O O O O O O
maximal,"
	Let $L$ be a finite atomistic lattice.
	We call $L$ \emph{maximal}, if every other lattice $L'$ with the same number of atoms that maps onto $L$ has a higher projective dimension.

	Note that this notion depends on the underlying field $\KK$.
",/home/shufan/que_tex/MaximalLatticesV9.tex,definition + \emph{},"
	Let L be a finite atomistic lattice.
	We call L maximal, if every other lattice L' with the same number of atoms that maps onto L has a higher projective dimension.

	Note that this notion depends on the underlying field .
",maximal,"
	Let L be a finite atomistic lattice.
	We call L B_MATH_TERM, if every other lattice L' with the same number of atoms that maps onto L has a higher projective dimension.

	Note that this notion depends on the underlying field .
",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
$k$-rainbow-pseudorandom,"
  A graph $G$ on $n$ vertices whose set of edges is colored  is called
  \emph{$k$-rainbow-pseudorandom}, if for every two disjoint subsets
  of vertices $A,B\subseteq V(G)$ of size $|A|=|B|=k$, the number of colors appearing on
  the edges of $G$ between $A$ and $B$ is at least $n$.
",/home/shufan/que_tex/1506.02929.tex,definition + \emph{},"
  A graph G on n vertices whose set of edges is colored  is called
  k-rainbow-pseudorandom, if for every two disjoint subsets
  of vertices A,B⊆ V(G) of size |A|=|B|=k, the number of colors appearing on
  the edges of G between A and B is at least n.
",k-rainbow-pseudorandom,"
  A graph G on n vertices whose set of edges is colored  is called
  B_MATH_TERM, if for every two disjoint subsets
  of vertices A,B⊆ V(G) of size |A|=|B|=k, the number of colors appearing on
  the edges of G between A and B is at least n.
",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
$\kappa$-value,"
Let $\X_n$ be a random sample from $F$ on $\TY$
and let $\g_n(N)$ be the domination number for the
PCD based on a proximity map $N$.
The general a.s. least upper bound for $\g_n(N)$ that works for all
$n \ge 1$ is called the \emph{$\kappa$-value}; i.e.,
$\kappa_n(N) := \min \{k(n): \g\left(\X_n, N\right) \le k(n) \text{ a.s. for all } n \ge 1\}$.
$\square$
",/home/shufan/que_tex/TRPCDProbAspect.tex,definition + \emph{},"
Let _n be a random sample from F on 
and let _n(N) be the domination number for the
PCD based on a proximity map N.
The general a.s. least upper bound for _n(N) that works for all
n ≥ 1 is called the κ-value; i.e.,
κ_n(N) := min{k(n): (_n, N) ≤ k(n)  a.s. for all  n ≥ 1}.
□
",κ-value,"
Let _n be a random sample from F on 
and let _n(N) be the domination number for the
PCD based on a proximity map N.
The general a.s. least upper bound for _n(N) that works for all
n ≥ 1 is called the B_MATH_TERM; i.e.,
κ_n(N) := min{k(n): (_n, N) ≤ k(n)  a.s. for all  n ≥ 1}.
□
",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
$A_i$,"Given a framed generalized quiver $Q$ and a sequence of mutations $v_1,\ldots,v_i$, let $\bm{A_i^g}$ be the identity matrix with entry $(v_i,v_i)$ replaced with $-1$ and for every arrow pointing from $v_i$ to another base quiver vertex $u$, add 1 to the entry $(v_i,u)$. $\bm{A_i^r}$ is defined analogously with arrows pointing into $v_i$. We will just refer to the relevant $A_i^g$ or $A_i^r$ by $A_i$, where the relevant one is what corresponds to the color of $r_i$ as will be defined soon. The other one will be $A_i^*$.",/home/shufan/que_tex/fpoly.tex,definition[],"Given a framed generalized quiver Q and a sequence of mutations v_1,…,v_i, let A_i^g be the identity matrix with entry (v_i,v_i) replaced with -1 and for every arrow pointing from v_i to another base quiver vertex u, add 1 to the entry (v_i,u). A_i^r is defined analogously with arrows pointing into v_i. We will just refer to the relevant A_i^g or A_i^r by A_i, where the relevant one is what corresponds to the color of r_i as will be defined soon. The other one will be A_i^*.",A_i,"Given a framed generalized quiver Q and a sequence of mutations v_1,…,v_i, let A_i^g be the identity matrix with entry (v_i,v_i) replaced with -1 and for every arrow pointing from v_i to another base quiver vertex u, add 1 to the entry (v_i,u). A_i^r is defined analogously with arrows pointing into v_i. We will just refer to the relevant A_i^g or A_i^r by B_MATH_TERM, where the relevant one is what corresponds to the color of r_i as will be defined soon. The other one will be A_i^*.",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
$E_i$,"Given a framed generalized quiver $Q$ and a sequence of mutations $v_1,\ldots,v_i$, let $\bm{E_i^g}$ be the identity matrix with entry $(v_i,v_i)$ replaced with $-1$ and for every arrow pointing from $v_i$ to another base quiver vertex $u$ attached to $v_i$, add 1 to the entry $(v_i,u)$. $\bm{E_i^r}$ is defined analogously with arrows pointing into $v_i$. We will just refer to the relevant $E_i^g$ or $E_i^r$ by $E_i$, where the relevant one is what corresponds to the color of $r_i$ as will be defined soon. The other one will be $E_i^*$.",/home/shufan/que_tex/fpoly.tex,definition[],"Given a framed generalized quiver Q and a sequence of mutations v_1,…,v_i, let E_i^g be the identity matrix with entry (v_i,v_i) replaced with -1 and for every arrow pointing from v_i to another base quiver vertex u attached to v_i, add 1 to the entry (v_i,u). E_i^r is defined analogously with arrows pointing into v_i. We will just refer to the relevant E_i^g or E_i^r by E_i, where the relevant one is what corresponds to the color of r_i as will be defined soon. The other one will be E_i^*.",E_i,"Given a framed generalized quiver Q and a sequence of mutations v_1,…,v_i, let E_i^g be the identity matrix with entry (v_i,v_i) replaced with -1 and for every arrow pointing from v_i to another base quiver vertex u attached to v_i, add 1 to the entry (v_i,u). E_i^r is defined analogously with arrows pointing into v_i. We will just refer to the relevant E_i^g or E_i^r by B_MATH_TERM, where the relevant one is what corresponds to the color of r_i as will be defined soon. The other one will be E_i^*.",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
$A_i$,"Given a framed quiver $Q$ and a sequence of mutations $v_1,\ldots,v_i$, let $\bm{A_i^g}$ be the identity matrix with entry $(v_i,v_i)$ replaced with $-1$ and for every arrow pointing from $v_i$ to another base quiver vertex $u$, add 1 to the entry $(v_i,u)$. $\bm{A_i^r}$ is defined analogously with arrows pointing into $v_i$. We will just refer to the relevant $A_i^g$ or $A_i^r$ by $A_i$, where the relevant one is what corresponds to the color of $r_i$ as will be defined soon. The other one will be $A_i^*$.",/home/shufan/que_tex/fpoly.tex,definition[],"Given a framed quiver Q and a sequence of mutations v_1,…,v_i, let A_i^g be the identity matrix with entry (v_i,v_i) replaced with -1 and for every arrow pointing from v_i to another base quiver vertex u, add 1 to the entry (v_i,u). A_i^r is defined analogously with arrows pointing into v_i. We will just refer to the relevant A_i^g or A_i^r by A_i, where the relevant one is what corresponds to the color of r_i as will be defined soon. The other one will be A_i^*.",A_i,"Given a framed quiver Q and a sequence of mutations v_1,…,v_i, let A_i^g be the identity matrix with entry (v_i,v_i) replaced with -1 and for every arrow pointing from v_i to another base quiver vertex u, add 1 to the entry (v_i,u). A_i^r is defined analogously with arrows pointing into v_i. We will just refer to the relevant A_i^g or A_i^r by B_MATH_TERM, where the relevant one is what corresponds to the color of r_i as will be defined soon. The other one will be A_i^*.",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Deformed $F$-Polynomial,"The $n$th \textbf{$\bm{S}$-polynomial} (deformed $F$-polynomial) of a framed quiver $Q$ with a mutation sequence $v_1,\ldots,v_n$ is defined as $-C^{-1}(F_n)$.",/home/shufan/que_tex/fpoly.tex,definition[],"The nth S-polynomial (deformed F-polynomial) of a framed quiver Q with a mutation sequence v_1,…,v_n is defined as -C^-1(F_n).",Deformed F-Polynomial,"The nth S-polynomial (B_MATH_TERM I_MATH_TERM) of a framed quiver Q with a mutation sequence v_1,…,v_n is defined as -C^-1(F_n).",O O O O O O O O O O O O O O O O O O O
Normal form,"\label{thm:linalg:normaldef}
	A system of linear forms 
	$\psi = (\psi_1,\dots,\psi_t) : \bbA^d \rightarrow \bbA^t$
	is in \emph{exact} $s$-normal form at $i \in [t]$ when
	there exists a set of indices
	$J_i \subset [d]$ such that $|J_i| = s + 1$ and
	\begin{enumerate}
		\item $\psi_i(x_1,\dots,x_d)$ depends on all variables $x_k, k \in J_i$,
		\item for all $j \neq i$, $\psi_j(x_1,\dots,x_d)$ does not depend on all variables $x_k, k \in J_i$.
	\end{enumerate}
	We say that $\psi$ is in $s$-normal form when
	it is in exact $s_i$-normal form with $s_i \leq s$ at every $i \in [t]$.",/home/shufan/que_tex/primescplx1.tex,definition[],"
	A system of linear forms 
	ψ = (ψ_1,…,ψ_t) : ^d →^t
	is in exact s-normal form at i ∈ [t] when
	there exists a set of indices
	J_i ⊂ [d] such that |J_i| = s + 1 and
	
		
  * ψ_i(x_1,…,x_d) depends on all variables x_k, k ∈ J_i,
		
  * for all j ≠ i, ψ_j(x_1,…,x_d) does not depend on all variables x_k, k ∈ J_i.
	
	We say that ψ is in s-normal form when
	it is in exact s_i-normal form with s_i ≤ s at every i ∈ [t].",Normal form,"
	A system of linear forms 
	ψ = (ψ_1,…,ψ_t) : ^d →^t
	is in exact s-B_MATH_TERM I_MATH_TERM at i ∈ [t] when
	there exists a set of indices
	J_i ⊂ [d] such that |J_i| = s + 1 and
	
		
  * ψ_i(x_1,…,x_d) depends on all variables x_k, k ∈ J_i,
		
  * for all j ≠ i, ψ_j(x_1,…,x_d) does not depend on all variables x_k, k ∈ J_i.
	
	We say that ψ is in s-B_MATH_TERM I_MATH_TERM when
	it is in exact s_i-B_MATH_TERM I_MATH_TERM with s_i ≤ s at every i ∈ [t].",O O O O O O O O O O O O O O O I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O I_MATH_TERM O O O O O O I_MATH_TERM O O O O O O O O O
